locus	band	gene_id	gene_sym	chrom	coord_hg19	n	beta_log2fc_per_alt	se	t	p	perm_p	bh_q	direction	mean_log2rpkm
chr8:7301024-12598379		ENSG00000147316.8	ENSG00000147316.8	8	6264113	462	-0.00718	0.01811	-0.3966	0.6918605738684959	0.6983016983016983	0.9337713349723314	down	3.2095
chr17:3082008-3221835		ENSG00000240898.1	ENSG00000240898.1	17	3568514	462	0.05607	0.14215	0.3944	0.6934449252982304	0.6813186813186813	0.9337713349723314	up	0.1904
chr17:16823490-18384190		ENSG00000214941.2	ENSG00000214941.2	17	15903031	462	-0.0162	0.04109	-0.3943	0.6935403400500971	0.6983016983016983	0.9337713349723314	down	2.282
chr17:3082008-3221835		ENSG00000007168.6	ENSG00000007168.6	17	2496504	462	0.14582	0.37057	0.3935	0.6941369782186079	0.5584415584415584	0.9337713349723314	up	5.2231
chr9:87942696-88110274		ENSG00000227638.1	ENSG00000227638.1	9	91026363	462	0.02051	0.05221	0.3928	0.6946298383361655	0.7032967032967034	0.9337713349723314	up	2.7534
chr20:24397726-24406144		ENSG00000125814.12	ENSG00000125814.12	20	23402125	462	0.00626	0.01595	0.3925	0.6948727023644833	0.6863136863136863	0.9337713349723314	up	2.5136
chr2:87987171-111255403		ENSG00000259863.1	ENSG00000259863.1	2	109745386	462	0.02081	0.05317	0.3914	0.6956620655378307	0.7022977022977023	0.9337713349723314	up	0.5486
chr21:43821742-43835116		ENSG00000142178.7	ENSG00000142178.7	21	44847008	462	-0.05366	0.13832	-0.388	0.6982263794682401	0.7122877122877123	0.9337713349723314	down	2.284
chr11:18249084-18265819		ENSG00000074319.6	ENSG00000074319.6	11	18548779	462	0.04287	0.1111	0.3859	0.6997750330814455	0.7112887112887113	0.9337713349723314	up	5.5239
chr17:3082008-3221835		ENSG00000205821.3	ENSG00000205821.3	17	2319379	462	-0.18037	0.46751	-0.3858	0.6998240106314372	0.5184815184815185	0.9337713349723314	down	0.5518
chr2:45065588-45081777		ENSG00000138083.3	ENSG00000138083.3	2	45168902	462	0.03345	0.08677	0.3855	0.7000243980550063	0.7172827172827173	0.9337713349723314	up	1.0667
chr1:248128773-248428856		ENSG00000259865.1	ENSG00000259865.1	1	247351828	421	0.04032	0.1046	0.3855	0.7000752575380932	0.6873126873126874	0.9337713349723314	up	2.9861
chr2:87987171-111255403		ENSG00000225523.2	ENSG00000225523.2	2	90060377	462	0.08342	0.21724	0.384	0.7011579476744809	0.7002997002997003	0.9337713349723314	up	1.8008
chr15:30618103-32153204		ENSG00000234664.1	ENSG00000234664.1	15	30022917	462	-0.01271	0.03317	-0.3831	0.7018457768886139	0.7112887112887113	0.9337713349723314	down	8.0029
chr2:87987171-111255403		ENSG00000235325.1	ENSG00000235325.1	2	108537704	462	0.01401	0.0366	0.3829	0.7019929824302703	0.7032967032967034	0.9337713349723314	up	0.9546
chr16:75206214-75222748		ENSG00000065427.10	ENSG00000065427.10	16	75682541	462	-0.0063	0.01651	-0.3812	0.7032000518667109	0.7112887112887113	0.9337713349723314	down	7.1043
chr3:75454477-75455715		ENSG00000243422.1	ENSG00000243422.1	3	75674304	462	-0.00516	0.01359	-0.3799	0.7041981065897803	0.6763236763236763	0.9337713349723314	down	0.2978
chr2:87987171-111255403		ENSG00000240040.1	ENSG00000240040.1	2	89161075	462	-0.03716	0.09795	-0.3794	0.7045527979926319	0.6923076923076923	0.9337713349723314	down	0.6886
chr2:87987171-111255403		ENSG00000115526.6	ENSG00000115526.6	2	101034118	462	0.0274	0.07238	0.3786	0.7051564046340119	0.7142857142857143	0.9337713349723314	up	2.6149
chr2:87987171-111255403		ENSG00000239951.1	ENSG00000239951.1	2	89442643	462	-0.12004	0.31772	-0.3778	0.7057540302061929	0.7112887112887113	0.9337713349723314	down	6.813
chr2:87987171-111255403		ENSG00000071054.10	ENSG00000071054.10	2	102313312	462	-0.03791	0.10042	-0.3775	0.705985435811068	0.6893106893106893	0.9337713349723314	down	1.6783
chr17:3082008-3221835		ENSG00000257950.2	ENSG00000257950.2	17	3599488	462	-0.08972	0.23903	-0.3753	0.7075911992444927	0.6423576423576424	0.9348963763763948	down	2.205
chr16:28471892-28637651		ENSG00000198106.6	ENSG00000198106.6	16	29262829	462	-0.02389	0.06432	-0.3714	0.7105440315480317	0.7172827172827173	0.9357851233095891	down	2.5433
chr16:16721273-18073542		ENSG00000257527.1	ENSG00000257527.1	16	18505708	462	-0.03088	0.0835	-0.3699	0.7116688208833093	0.6993006993006993	0.9357851233095891	down	0.4902
chr15:30618103-32153204		ENSG00000259845.1	ENSG00000259845.1	15	31107474	462	-0.00639	0.01732	-0.3688	0.7124416552277645	0.7062937062937062	0.9357851233095891	down	0.4872
chr17:16823490-18384190		ENSG00000177302.7	ENSG00000177302.7	17	18218288	462	0.01288	0.0352	0.3658	0.7146672194964141	0.7042957042957043	0.9357851233095891	up	3.7701
chr2:87987171-111255403		ENSG00000251039.2	ENSG00000251039.2	2	89890601	462	0.07553	0.20658	0.3656	0.714809645223459	0.7172827172827173	0.9357851233095891	up	1.4194
chr16:75206214-75222748		ENSG00000259972.1	ENSG00000259972.1	16	74369244	462	0.00861	0.02359	0.3649	0.7153279507819826	0.7012987012987013	0.9357851233095891	up	3.9777
chr2:87987171-111255403		ENSG00000231259.2	ENSG00000231259.2	2	87303536	462	0.01018	0.028	0.3637	0.7162846056803662	0.7082917082917083	0.9357851233095891	up	4.1168
chr1:149843518-149850293		ENSG00000223779.4	ENSG00000223779.4	1	149239531	462	-0.05098	0.14043	-0.3631	0.7167352129144473	0.7302697302697303	0.9357851233095891	down	1.1974
chr5:179643529-179651253		ENSG00000253869.1	ENSG00000253869.1	5	178349065	462	0.00545	0.01503	0.3629	0.7168252916064938	0.7252747252747253	0.9357851233095891	up	1.7128
chr6:167209001-167357782		ENSG00000233231.1	ENSG00000233231.1	6	166748056	462	-0.02079	0.05731	-0.3627	0.7170213819540885	0.7022977022977023	0.9357851233095891	down	0.6585
chr17:45585159-46292045		ENSG00000161714.6	ENSG00000161714.6	17	43210580	462	-0.00988	0.02732	-0.3617	0.7177245429846384	0.7042957042957043	0.9357851233095891	down	0.598
chr2:87987171-111255403		ENSG00000225496.1	ENSG00000225496.1	2	112698613	462	0.00906	0.02522	0.3592	0.7196097124290692	0.6993006993006993	0.9357851233095891	up	3.3611
chr2:87987171-111255403		ENSG00000244437.1	ENSG00000244437.1	2	89385283	462	-0.10647	0.29714	-0.3583	0.7202817845884618	0.7262737262737263	0.9357851233095891	down	6.1057
chr2:87987171-111255403		ENSG00000216867.2	ENSG00000216867.2	2	111391524	462	0.01985	0.05555	0.3573	0.7210486008377228	0.7202797202797203	0.9357851233095891	up	2.817
chr21:13987773-14056796		ENSG00000243440.1	ENSG00000243440.1	21	16031142	462	0.02584	0.07252	0.3564	0.7217402290507108	0.7332667332667333	0.9357851233095891	up	0.7955
chr2:87987171-111255403		ENSG00000071051.9	ENSG00000071051.9	2	106361354	462	-0.01489	0.04189	-0.3555	0.7223661280898642	0.7302697302697303	0.9357851233095891	down	4.1253
chr17:16823490-18384190		ENSG00000171962.9	ENSG00000171962.9	17	17876127	462	-0.00688	0.01939	-0.355	0.7227611286330677	0.7332667332667333	0.9357851233095891	down	0.3261
chr17:16823490-18384190		ENSG00000240505.2	ENSG00000240505.2	17	16875402	462	-0.01769	0.05013	-0.353	0.724281828281169	0.7032967032967034	0.9357851233095891	down	6.5812
chr21:43821742-43835116		ENSG00000237604.1	ENSG00000237604.1	21	45595372	462	-0.02897	0.08209	-0.3529	0.7243448156153334	0.7372627372627373	0.9357851233095891	down	0.8768
chr7:65219157-65531823		ENSG00000234444.3	ENSG00000234444.3	7	63767837	462	-0.00761	0.02161	-0.3524	0.7246830528628042	0.7212787212787213	0.9357851233095891	down	2.0925
chr16:16721273-18073542		ENSG00000227827.3	ENSG00000227827.3	16	16450081	462	0.03965	0.11266	0.352	0.7250182805682883	0.7092907092907093	0.9357851233095891	up	2.3409
chr2:87987171-111255403		ENSG00000135976.11	ENSG00000135976.11	2	97779233	462	-0.0168	0.04783	-0.3513	0.7255415134258922	0.7442557442557443	0.9357851233095891	down	2.6631
chr2:87987171-111255403		ENSG00000259848.1	ENSG00000259848.1	2	95613086	462	-0.00477	0.01359	-0.3506	0.7260437907880714	0.7122877122877123	0.9357851233095891	down	0.1688
chr21:43821742-43835116		ENSG00000160218.7	ENSG00000160218.7	21	45432200	462	0.04704	0.13519	0.348	0.7280194509361617	0.7182817182817183	0.9357851233095891	up	4.1368
chr2:87987171-111255403		ENSG00000239819.1	ENSG00000239819.1	2	90259593	462	0.08406	0.24173	0.3478	0.7281881784098833	0.7332667332667333	0.9357851233095891	up	2.542
chr17:16823490-18384190		ENSG00000141040.9	ENSG00000141040.9	17	16472520	462	0.01928	0.05563	0.3466	0.7290893478822443	0.7582417582417582	0.9357851233095891	up	1.6945
chr2:87987171-111255403		ENSG00000230747.1	ENSG00000230747.1	2	96987469	462	-0.01122	0.03242	-0.3461	0.7294186680062992	0.7312687312687313	0.9357851233095891	down	0.7596
chr7:54234014-54308393		ENSG00000218586.3	ENSG00000218586.3	7	55001392	462	0.00352	0.01017	0.3461	0.7294286300434196	0.7452547452547452	0.9357851233095891	up	0.6022
chr7:5989046-6735643		ENSG00000164535.8	ENSG00000164535.8	7	6523821	462	0.02669	0.0778	0.3431	0.7316674582539672	0.7442557442557443	0.9357966802803682	up	3.0641
chr1:149843518-149850293		ENSG00000226067.1	ENSG00000226067.1	1	149284645	462	-0.03085	0.09019	-0.3421	0.7324413563794411	0.7162837162837162	0.9357966802803682	down	0.8744
chr12:46896694-46915975		ENSG00000258352.1	ENSG00000258352.1	12	47532153	462	0.00768	0.02247	0.3419	0.7326235722650806	0.7162837162837162	0.9357966802803682	up	0.1868
chr5:177946129-178003952		ENSG00000175309.10	ENSG00000175309.10	5	177659792	462	-0.02931	0.08579	-0.3416	0.7328026315432833	0.7352647352647352	0.9357966802803682	down	4.1627
chr5:179643529-179651253		ENSG00000245317.2	ENSG00000245317.2	5	179286013	462	-0.00329	0.00965	-0.3411	0.7332171081356682	0.7052947052947053	0.9357966802803682	down	0.5617
chr17:16823490-18384190		ENSG00000176974.11	ENSG00000176974.11	17	18266832	462	-0.01532	0.04537	-0.3377	0.735736722370297	0.7402597402597403	0.9369136041933258	down	3.8206
chr21:43821742-43835116		ENSG00000160194.11	ENSG00000160194.11	21	44299754	462	-0.18299	0.54216	-0.3375	0.7358832011595688	0.7442557442557443	0.9369136041933258	down	4.0972
chr16:14954790-15100859		ENSG00000261819.1	ENSG00000261819.1	16	15084017	462	0.00386	0.01148	0.3361	0.7369735660978005	0.7282717282717283	0.9369136041933258	up	4.1903
chr5:179643529-179651253		ENSG00000113269.7	ENSG00000113269.7	5	179499118	462	-0.01406	0.04199	-0.3349	0.7378439587940159	0.7172827172827173	0.9369136041933258	down	0.7797
chr11:18249084-18265819		ENSG00000257043.1	ENSG00000257043.1	11	18686597	462	0.01421	0.04244	0.3349	0.7378762230117065	0.7372627372627373	0.9369136041933258	up	3.211
chr17:16823490-18384190		ENSG00000154016.8	ENSG00000154016.8	17	18950950	462	0.01705	0.05108	0.3338	0.7386745694557745	0.7202797202797203	0.9369663083875499	up	4.5556
chr1:149843518-149850293		ENSG00000159208.11	ENSG00000159208.11	1	150254953	462	-0.03486	0.10547	-0.3306	0.7411303222450484	0.7652347652347652	0.9372783135661268	down	1.1146
chr1:149843518-149850293		ENSG00000232527.3	ENSG00000232527.3	1	148928322	462	0.04272	0.12956	0.3298	0.7417388401369941	0.7512487512487512	0.9372783135661268	up	3.5681
chr1:25324280-25369060		ENSG00000229162.1	ENSG00000229162.1	1	25287836	462	0.00423	0.01285	0.3293	0.7421203329665389	0.7372627372627373	0.9372783135661268	up	0.2888
chr13:52310302-52320954		ENSG00000224892.1	ENSG00000224892.1	13	52034661	462	-0.10849	0.33157	-0.3272	0.7436583635418546	0.7442557442557443	0.9372783135661268	down	4.8799
chr16:75206214-75222748		ENSG00000260539.1	ENSG00000260539.1	16	74483790	462	0.0043	0.01315	0.327	0.7438110108679059	0.7642357642357642	0.9372783135661268	up	2.4579
chr11:71571819-71576724		ENSG00000172890.4	ENSG00000172890.4	11	71164155	462	-0.02662	0.08189	-0.325	0.7453043838732403	0.7462537462537463	0.9372783135661268	down	5.2459
chr5:177946129-178003952		ENSG00000113761.7	ENSG00000113761.7	5	176449697	462	0.01592	0.04942	0.3222	0.7474794504392234	0.7462537462537463	0.9372783135661268	up	3.1117
chr17:3082008-3221835		ENSG00000262456.1	ENSG00000262456.1	17	2288141	462	0.06126	0.19067	0.3213	0.7481288338182348	0.7562437562437563	0.9372783135661268	up	1.636
chr5:124425560-124546657		ENSG00000250194.1	ENSG00000250194.1	5	124410358	462	-0.02268	0.07108	-0.319	0.7498533687944823	0.7652347652347652	0.9372783135661268	down	0.5348
chr16:75206214-75222748		ENSG00000239763.2	ENSG00000239763.2	16	74347288	462	0.00442	0.01389	0.318	0.7506110918462576	0.7332667332667333	0.9372783135661268	up	0.2581
chr2:87987171-111255403		ENSG00000239855.1	ENSG00000239855.1	2	89266286	462	0.09108	0.2868	0.3176	0.750957008189033	0.7682317682317682	0.9372783135661268	up	4.116
chr16:14954790-15100859		ENSG00000262454.1	ENSG00000262454.1	16	14396145	462	0.01203	0.03811	0.3155	0.75250674638253	0.7502497502497503	0.9372783135661268	up	2.2396
chr1:149843518-149850293		ENSG00000250661.1	ENSG00000250661.1	1	150131600	462	-0.01504	0.04769	-0.3154	0.7526287181742797	0.7322677322677322	0.9372783135661268	down	0.1746
chr1:149843518-149850293		ENSG00000261716.1	ENSG00000261716.1	1	149820591	462	0.01667	0.05286	0.3154	0.7526318246921068	0.7452547452547452	0.9372783135661268	up	1.2033
chr5:177946129-178003952		ENSG00000169131.6	ENSG00000169131.6	5	178157703	462	-0.02397	0.07618	-0.3147	0.7531295738591284	0.7432567432567433	0.9372783135661268	down	1.9537
chr16:28471892-28637651		ENSG00000260367.1	ENSG00000260367.1	16	28990145	462	0.003	0.00956	0.3136	0.7539423522774629	0.7472527472527473	0.9372783135661268	up	0.2162
chr11:71571819-71576724		ENSG00000213365.3	ENSG00000213365.3	11	71991195	462	0.01801	0.05762	0.3126	0.754733652174521	0.7562437562437563	0.9372783135661268	up	0.5374
chr2:87987171-111255403		ENSG00000256977.2	ENSG00000256977.2	2	110656005	462	0.02685	0.08605	0.3121	0.7551477509304755	0.7622377622377622	0.9372783135661268	up	1.294
chr13:48199250-48206639		ENSG00000225131.1	ENSG00000225131.1	13	49345264	462	0.05638	0.18117	0.3112	0.7557956529076512	0.7382617382617382	0.9372783135661268	up	7.0193
chr9:85797070-85801040		ENSG00000083223.12	ENSG00000083223.12	9	88969369	462	-0.01569	0.05047	-0.311	0.7559839639950249	0.7322677322677322	0.9372783135661268	down	3.5169
chr15:30618103-32153204		ENSG00000215302.4	ENSG00000215302.4	15	30762982	462	-0.01542	0.05017	-0.3074	0.7587037917029569	0.7552447552447552	0.9372783135661268	down	1.1863
chr15:30618103-32153204		ENSG00000223509.3	ENSG00000223509.3	15	32829127	462	0.01676	0.05469	0.3065	0.7593509673479638	0.7612387612387612	0.9372783135661268	up	1.2982
chr5:177946129-178003952		ENSG00000131187.5	ENSG00000131187.5	5	176836577	462	0.04473	0.14599	0.3064	0.7594291834578392	0.7672327672327672	0.9372783135661268	up	2.0279
chr15:30618103-32153204		ENSG00000166912.11	ENSG00000166912.11	15	31283810	462	0.01733	0.05665	0.306	0.759772558084792	0.7472527472527473	0.9372783135661268	up	2.9018
chr2:87987171-111255403		ENSG00000172985.8	ENSG00000172985.8	2	109745804	462	-0.03327	0.10894	-0.3053	0.7602442681009876	0.7612387612387612	0.9372783135661268	down	1.7925
chr16:75206214-75222748		ENSG00000135702.10	ENSG00000135702.10	16	75569145	462	0.007	0.02293	0.3052	0.7603441181163372	0.7602397602397603	0.9372783135661268	up	0.1861
chr16:14954790-15100859		ENSG00000254852.3	ENSG00000254852.3	16	14841923	462	-0.00899	0.02946	-0.305	0.7605172265041733	0.7452547452547452	0.9372783135661268	down	4.4954
chr6:167209001-167357782		ENSG00000176381.4	ENSG00000176381.4	6	166721936	462	0.05022	0.16512	0.3041	0.7611652745961834	0.7662337662337663	0.9372783135661268	up	1.5917
chr11:71571819-71576724		ENSG00000254978.1	ENSG00000254978.1	11	71515691	462	0.05167	0.17013	0.3037	0.7614705379112531	0.7652347652347652	0.9372783135661268	up	1.0234
chr15:30618103-32153204		ENSG00000186399.7	ENSG00000186399.7	15	30706463	462	-0.00759	0.025	-0.3035	0.7616332661127008	0.7822177822177823	0.9372783135661268	down	0.3108
chr17:16823490-18384190		ENSG00000141034.4	ENSG00000141034.4	17	17942736	462	-0.0134	0.04482	-0.299	0.7650556039698538	0.7672327672327672	0.9399035659413175	down	2.4171
chr2:87987171-111255403		ENSG00000115514.6	ENSG00000115514.6	2	99957165	462	-0.00887	0.0297	-0.2985	0.7654332491673729	0.7492507492507493	0.9399035659413175	down	3.9446
chr21:43821742-43835116		ENSG00000160214.6	ENSG00000160214.6	21	45209394	462	0.02484	0.08344	0.2977	0.7660441825806052	0.7532467532467533	0.9399035659413175	up	4.6775
chr7:5989046-6735643		ENSG00000122674.8	ENSG00000122674.8	7	5938356	462	0.00717	0.02429	0.2953	0.7678932691216527	0.7742257742257742	0.9410411588186044	up	5.1708
chr11:71571819-71576724		ENSG00000162105.9	ENSG00000162105.9	11	70963623	462	0.04942	0.16833	0.2936	0.7692038909628733	0.7752247752247752	0.9410411588186044	up	0.8575
chr21:43821742-43835116		ENSG00000232010.1	ENSG00000232010.1	21	45670696	462	0.01785	0.06104	0.2924	0.7700799913943811	0.7842157842157842	0.9410411588186044	up	0.2298
chr14:60606118-60611659		ENSG00000258563.1	ENSG00000258563.1	14	60646100	462	-0.00396	0.01357	-0.2916	0.7706991606238899	0.7782217782217782	0.9410411588186044	down	0.375
chr8:7301024-12598379		ENSG00000254423.1	ENSG00000254423.1	8	12233055	462	-0.00328	0.01125	-0.2915	0.7707719992262236	0.7582417582417582	0.9410411588186044	down	0.146
chr5:179643529-179651253		ENSG00000161013.12	ENSG00000161013.12	5	179233952	462	0.00391	0.01372	0.2851	0.7756849113176645	0.8021978021978022	0.9453087368366242	up	5.057
chr2:87987171-111255403		ENSG00000196843.9	ENSG00000196843.9	2	97202480	462	0.00991	0.03504	0.2829	0.7774157455962628	0.7652347652347652	0.9453087368366242	up	5.1514
chr1:248128773-248428856		ENSG00000196418.6	ENSG00000196418.6	1	247335310	421	0.04983	0.1764	0.2825	0.7777254258888784	0.7742257742257742	0.9453087368366242	up	2.3165
chr7:54234014-54308393		ENSG00000232612.1	ENSG00000232612.1	7	54724051	462	0.0037	0.01308	0.2824	0.7777430946883365	0.7982017982017982	0.9453087368366242	up	0.229
chr2:87987171-111255403		ENSG00000211619.2	ENSG00000211619.2	2	89630186	462	0.05786	0.20658	0.2801	0.7795588529521571	0.7742257742257742	0.9453087368366242	up	1.4223
chr17:45585159-46292045		ENSG00000161692.12	ENSG00000161692.12	17	42785976	462	0.00676	0.02423	0.2791	0.7803025129446112	0.7952047952047953	0.9453087368366242	up	3.729
chr5:177946129-178003952		ENSG00000198939.3	ENSG00000198939.3	5	178322895	462	-0.01634	0.05879	-0.2779	0.7812454975655687	0.7922077922077922	0.9453087368366242	down	0.1965
chr1:25324280-25369060		ENSG00000127423.6	ENSG00000127423.6	1	26185903	462	-0.00308	0.0112	-0.2751	0.7833719145288868	0.7722277722277723	0.9453087368366242	down	2.5606
chr13:48199250-48206639		ENSG00000136159.2	ENSG00000136159.2	13	48611703	462	0.05116	0.18668	0.2741	0.7841702884366489	0.7822177822177823	0.9453087368366242	up	3.2138
chr20:47841016-47888238		ENSG00000235621.3	ENSG00000235621.3	20	46983957	462	-0.02534	0.09286	-0.2729	0.7850449017932831	0.8031968031968032	0.9453087368366242	down	1.5114
chr16:75206214-75222748		ENSG00000168404.8	ENSG00000168404.8	16	74734858	462	-0.00881	0.0324	-0.2721	0.7857043851210773	0.7812187812187812	0.9453087368366242	down	3.2656
chr7:62290674-62363143		ENSG00000240651.1	ENSG00000240651.1	7	62708699	462	-0.00579	0.02136	-0.271	0.7865011074628786	0.8081918081918081	0.9453087368366242	down	0.3882
chr11:18249084-18265819		ENSG00000260196.1	ENSG00000260196.1	11	17402196	462	0.00764	0.0282	0.2709	0.7866303592744459	0.8101898101898102	0.9453087368366242	up	0.2058
chr2:87987171-111255403		ENSG00000185414.14	ENSG00000185414.14	2	99771461	462	0.02463	0.09097	0.2707	0.7867168604234447	0.8051948051948052	0.9453087368366242	up	3.767
chr8:7301024-12598379		ENSG00000171044.5	ENSG00000171044.5	8	11058875	462	-0.0045	0.01664	-0.2704	0.7869757158405317	0.8101898101898102	0.9453087368366242	down	1.3073
chr3:75454477-75455715		ENSG00000243794.1	ENSG00000243794.1	3	75570954	462	0.00595	0.02199	0.2704	0.7869891296789975	0.7952047952047953	0.9453087368366242	up	0.5422
chr2:87987171-111255403		ENSG00000115073.5	ENSG00000115073.5	2	98280570	462	-0.00615	0.0228	-0.2697	0.7874937477730826	0.7842157842157842	0.9453087368366242	down	4.801
chr2:87987171-111255403		ENSG00000040933.10	ENSG00000040933.10	2	99061317	462	-0.03565	0.13359	-0.2668	0.7897143848279179	0.8151848151848152	0.9453087368366242	down	3.6071
chr13:48199250-48206639		ENSG00000234145.1	ENSG00000234145.1	13	48337595	462	0.04882	0.18319	0.2665	0.7899654029867741	0.7712287712287712	0.9453087368366242	up	5.1358
chr16:28471892-28637651		ENSG00000196296.8	ENSG00000196296.8	16	28889726	462	-0.00447	0.01686	-0.265	0.791164016346738	0.8141858141858141	0.9453087368366242	down	0.7588
chr1:149843518-149850293		ENSG00000242352.2	ENSG00000242352.2	1	149261186	462	-0.01611	0.06084	-0.2647	0.7913602644195676	0.7922077922077922	0.9453087368366242	down	2.1888
chr17:16823490-18384190		ENSG00000154803.7	ENSG00000154803.7	17	17140502	462	0.00748	0.02834	0.2641	0.7918306091973452	0.8051948051948052	0.9453087368366242	up	3.1759
chr5:124425560-124546657		ENSG00000168916.10	ENSG00000168916.10	5	124084500	462	-0.04808	0.18283	-0.263	0.7926721278523378	0.7902097902097902	0.9453087368366242	down	2.2229
chr16:28471892-28637651		ENSG00000260514.1	ENSG00000260514.1	16	29635838	462	-0.00318	0.01223	-0.26	0.7949610668936221	0.7952047952047953	0.9453087368366242	down	0.1943
chr17:16823490-18384190		ENSG00000188522.8	ENSG00000188522.8	17	18908117	462	0.00634	0.02442	0.2595	0.7953554998715644	0.7982017982017982	0.9453087368366242	up	2.4102
chr6:167209001-167357782		ENSG00000213066.5	ENSG00000213066.5	6	167412670	462	-0.02773	0.10686	-0.2595	0.7953742074780047	0.8091908091908092	0.9453087368366242	down	3.4604
chr6:167209001-167357782		ENSG00000060762.13	ENSG00000060762.13	6	166796486	462	-0.02385	0.09261	-0.2576	0.7968542005875814	0.7912087912087912	0.9453087368366242	down	4.7741
chr5:177946129-178003952		ENSG00000252464.1	ENSG00000252464.1	5	178046999	462	0.01795	0.0698	0.2571	0.7972135695959918	0.8031968031968032	0.9453087368366242	up	0.216
chr16:28471892-28637651		ENSG00000213648.6	ENSG00000213648.6	16	29467127	462	-0.01074	0.0418	-0.2569	0.7973657153818214	0.7992007992007992	0.9453087368366242	down	3.6697
chr2:87987171-111255403		ENSG00000135951.10	ENSG00000135951.10	2	99771427	462	0.01428	0.0556	0.2569	0.7973705722905784	0.7942057942057942	0.9453087368366242	up	1.4324
chr16:35946683-35952382		ENSG00000261461.1	ENSG00000261461.1	16	34404612	462	-0.01006	0.03927	-0.2562	0.7979383117885883	0.7852147852147852	0.9453087368366242	down	5.5372
chr8:7301024-12598379		ENSG00000249898.3	ENSG00000249898.3	8	6565730	462	-0.00499	0.01967	-0.2539	0.7996851518027904	0.8091908091908092	0.9457520277502742	down	0.7652
chr17:3082008-3221835		ENSG00000167740.3	ENSG00000167740.3	17	4046462	462	-0.08078	0.31891	-0.2533	0.800150770900634	0.7402597402597403	0.9457520277502742	down	2.7383
chr2:87987171-111255403		ENSG00000240864.1	ENSG00000240864.1	2	89399854	462	-0.08736	0.34568	-0.2527	0.8006043013588751	0.8101898101898102	0.9457520277502742	down	3.7906
chr17:16823490-18384190		ENSG00000187688.8	ENSG00000187688.8	17	16318888	462	0.00765	0.03058	0.2502	0.8025575692950035	0.7752247752247752	0.9471556442204141	up	4.8964
chr7:97445822-97459601		ENSG00000070669.12	ENSG00000070669.12	7	97501854	462	-0.0102	0.04127	-0.2473	0.8048031355857641	0.7952047952047953	0.9489012208144534	down	5.8396
chr7:5989046-6735643		ENSG00000232581.1	ENSG00000232581.1	7	6628605	462	0.00952	0.03884	0.2451	0.8064897413046759	0.8111888111888111	0.949326537255882	up	2.5945
chr3:195749463-195980207		ENSG00000114331.8	ENSG00000114331.8	3	195163807	462	0.00445	0.01818	0.2448	0.8067526655021132	0.8041958041958042	0.949326537255882	up	3.9791
chr7:65219157-65531823		ENSG00000146757.9	ENSG00000146757.9	7	64838712	462	0.00431	0.01767	0.2436	0.8076318614096331	0.7972027972027972	0.949326537255882	up	2.7333
chr16:14954790-15100859		ENSG00000215003.4	ENSG00000215003.4	16	16026151	462	0.00709	0.02921	0.2429	0.8082311553050885	0.7912087912087912	0.949326537255882	up	3.0971
chr9:85797070-85801040		ENSG00000165121.10	ENSG00000165121.10	9	88430881	462	-0.00839	0.03478	-0.2413	0.8094500753966427	0.7902097902097902	0.9498570552995675	down	0.6591
chr7:5989046-6735643		ENSG00000164631.13	ENSG00000164631.13	7	6746620	462	0.00777	0.03238	0.2399	0.8105213448713953	0.8021978021978022	0.9502134705973365	up	3.3645
chr5:177946129-178003952		ENSG00000131183.6	ENSG00000131183.6	5	176806236	462	0.00866	0.03647	0.2375	0.8123920661572058	0.7832167832167832	0.9508363779606589	up	0.1716
chr2:87987171-111255403		ENSG00000239571.1	ENSG00000239571.1	2	89975669	462	0.08033	0.33969	0.2365	0.8131603867888387	0.7992007992007992	0.9508363779606589	up	3.7759
chr2:87987171-111255403		ENSG00000235480.1	ENSG00000235480.1	2	97198043	462	-0.00712	0.03014	-0.2362	0.8133568047337139	0.8371628371628371	0.9508363779606589	down	0.334
chr3:195749463-195980207		ENSG00000213123.4	ENSG00000213123.4	3	196045170	462	-0.00926	0.03999	-0.2315	0.8170179389762053	0.8231768231768232	0.9520764633779979	down	3.2217
chr7:97445822-97459601		ENSG00000231812.1	ENSG00000231812.1	7	97515180	462	0.0049	0.02119	0.2312	0.8172806908603669	0.8131868131868132	0.9520764633779979	up	0.3008
chr16:28471892-28637651		ENSG00000077235.12	ENSG00000077235.12	16	27561251	462	0.00839	0.03647	0.2299	0.8182395984791739	0.8121878121878122	0.9520764633779979	up	4.7819
chr17:16823490-18384190		ENSG00000181350.7	ENSG00000181350.7	17	16395467	462	0.00942	0.04101	0.2298	0.8183367228547853	0.8241758241758241	0.9520764633779979	up	5.6691
chr2:87987171-111255403		ENSG00000175701.6	ENSG00000175701.6	2	111002997	462	-0.01871	0.08146	-0.2297	0.8184460365105535	0.8231768231768232	0.9520764633779979	down	3.9008
chr8:7301024-12598379		ENSG00000227203.2	ENSG00000227203.2	8	11647514	462	-0.00556	0.02432	-0.2285	0.819349346670669	0.7982017982017982	0.9520764633779979	down	5.6145
chr3:195749463-195980207		ENSG00000236844.1	ENSG00000236844.1	3	195281428	462	0.00437	0.01916	0.2278	0.8198788387085318	0.8391608391608392	0.9520764633779979	up	1.8943
chr2:87987171-111255403		ENSG00000257207.2	ENSG00000257207.2	2	111230652	462	-0.00733	0.03232	-0.2269	0.8205699405689206	0.8091908091908092	0.9520764633779979	down	1.9487
