phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group1_ELN_ENSG00000049540.19_ENST00000252034.12_chr7_cds_start74028188_cds_end74068697_inv_start73113989_inv_end74799029.phy.gz	ENST00000252034.12	ELN	7	1	74028188	74068697	2172	74028188-74028269;74035364-74035414;74036555-74036584;74037707-74037739;74041216-74041251;74042614-74042706;74042984-74043034;74043118-74043168;74043879-74043920;74045222-74045293;74046188-74046217;74046696-74046767;74047675-74047716;74048142-74048201;74048503-74048556;74051750-74051839;74051924-74051983;74053163-74053309;74054716-74054769;74056271-74056435;74056672-74056713;74057640-74057696;74059886-74060047;74060140-74060184;74060376-74060501;74061101-74061139;74063153-74063224;74063310-74063369;74063621-74063695;74065694-74065732;74065944-74065997;74066732-74066776;74068657-74068697
group1_FKBP6_ENSG00000077800.13_ENST00000252037.5_chr7_cds_start73328429_cds_end73342894_inv_start73113989_inv_end74799029.phy.gz	ENST00000252037.5	FKBP6	7	1	73328429	73342894	981	73328429-73328485;73328575-73328692;73329360-73329449;73330150-73330352;73331657-73331776;73340638-73340832;73341273-73341382;73342807-73342894
group1_EIF4H_ENSG00000106682.16_ENST00000265753.13_chr7_cds_start74174384_cds_end74195305_inv_start73113989_inv_end74799029.phy.gz	ENST00000265753.13	EIF4H	7	1	74174384	74195305	744	74174384-74174442;74187611-74187798;74189673-74189737;74189822-74189918;74190247-74190306;74194741-74194878;74195169-74195305
group1_BUD23_ENSG00000071462.13_ENST00000265758.7_chr7_cds_start73683626_cds_end73697883_inv_start73113989_inv_end74799029.phy.gz	ENST00000265758.7	BUD23	7	1	73683626	73697883	843	73683626-73683673;73683767-73683804;73686636-73686731;73686818-73686900;73686999-73687095;73690916-73691012;73692596-73692646;73693329-73693414;73693624-73693669;73693992-73694050;73697605-73697694;73697832-73697883
group1_NCF1_ENSG00000158517.16_ENST00000289473.11_chr7_cds_start74774032_cds_end74789157_inv_start73113989_inv_end74799029.phy.gz	ENST00000289473.11	NCF1	7	1	74774032	74789157	1170	74774032-74774103;74777267-74777347;74779082-74779157;74779257-74779422;74780780-74780835;74782939-74783061;74783525-74783632;74785182-74785299;74787984-74788088;74788559-74788704;74789039-74789157
group1_METTL27_ENSG00000165171.11_ENST00000297873.9_chr7_cds_start73834746_cds_end73842140_inv_start73113989_inv_end74799029.phy.gz	ENST00000297873.9	METTL27	7	1	73834746	73842140	735	73842018-73842140;73841070-73841198;73840414-73840549;73840031-73840120;73834746-73835002
group1_TBL2_ENSG00000106638.18_ENST00000305632.11_chr7_cds_start73570510_cds_end73578549_inv_start73113989_inv_end74799029.phy.gz	ENST00000305632.11	TBL2	7	1	73570510	73578549	1341	73578420-73578549;73574383-73574513;73573938-73574122;73573320-73573471;73572844-73572970;73571189-73571341;73570510-73570972
group1_MLXIPL_ENSG00000009950.16_ENST00000313375.8_chr7_cds_start73593868_cds_end73624492_inv_start73113989_inv_end74799029.phy.gz	ENST00000313375.8	MLXIPL	7	1	73593868	73624492	2556	73624200-73624492;73616071-73616177;73607590-73607672;73607331-73607420;73606974-73607018;73605910-73606111;73605688-73605768;73599526-73599695;73597182-73597713;73596865-73596932;73596639-73596789;73596364-73596479;73596153-73596272;73595842-73595969;73595637-73595760;73594274-73594403;73593868-73593983
group1_TMEM270_ENSG00000175877.4_ENST00000320531.3_chr7_cds_start73861195_cds_end73865870_inv_start73113989_inv_end74799029.phy.gz	ENST00000320531.3	TMEM270	7	1	73861195	73865870	795	73861195-73861266;73864993-73865421;73865577-73865870
group1_VPS37D_ENSG00000176428.6_ENST00000324941.5_chr7_cds_start73667959_cds_end73671373_inv_start73113989_inv_end74799029.phy.gz	ENST00000324941.5	VPS37D	7	1	73667959	73671373	753	73667959-73668096;73669419-73669590;73670020-73670102;73671014-73671373
group1_TRIM50_ENSG00000146755.11_ENST00000333149.7_chr7_cds_start73312924_cds_end73324787_inv_start73113989_inv_end74799029.phy.gz	ENST00000333149.7	TRIM50	7	1	73312924	73324787	1461	73324389-73324787;73320147-73320242;73318822-73319052;73318687-73318709;73316565-73316689;73312924-73313510
group1_LIMK1_ENSG00000106683.15_ENST00000336180.7_chr7_cds_start74083991_cds_end74121298_inv_start73113989_inv_end74799029.phy.gz	ENST00000336180.7	LIMK1	7	1	74083991	74121298	1941	74083991-74084045;74085748-74085844;74096622-74096760;74097080-74097189;74099032-74099238;74105875-74105980;74106077-74106243;74107010-74107193;74107871-74107957;74108905-74109036;74111648-74111707;74111933-74111998;74115802-74115958;74120583-74120638;74120892-74121049;74121139-74121298
group1_BAZ1B_ENSG00000009954.11_ENST00000339594.9_chr7_cds_start73442199_cds_end73521933_inv_start73113989_inv_end74799029.phy.gz	ENST00000339594.9	BAZ1B	7	1	73442199	73521933	4449	73521827-73521933;73510736-73510852;73508327-73508471;73498497-73498698;73492800-73492921;73489194-73489391;73476868-73478569;73470345-73470483;73469517-73469650;73466296-73466401;73465439-73465537;73462922-73463099;73459536-73459718;73450847-73450994;73449542-73449689;73447264-73447379;73443984-73444129;73442725-73442828;73442199-73442553
group1_CLDN4_ENSG00000189143.10_ENST00000340958.4_chr7_cds_start73831202_cds_end73831828_inv_start73113989_inv_end74799029.phy.gz	ENST00000340958.4	CLDN4	7	1	73831202	73831828	627	73831202-73831828
group1_FZD9_ENSG00000188763.5_ENST00000344575.5_chr7_cds_start73434008_cds_end73435780_inv_start73113989_inv_end74799029.phy.gz	ENST00000344575.5	FZD9	7	1	73434008	73435780	1773	73434008-73435780
group1_CLDN3_ENSG00000165215.6_ENST00000395145.3_chr7_cds_start73769390_cds_end73770049_inv_start73113989_inv_end74799029.phy.gz	ENST00000395145.3	CLDN3	7	1	73769390	73770049	660	73769390-73770049
group1_DNAJC30_ENSG00000176410.8_ENST00000395176.3_chr7_cds_start73682746_cds_end73683423_inv_start73113989_inv_end74799029.phy.gz	ENST00000395176.3	DNAJC30	7	1	73682746	73683423	678	73682746-73683423
group1_GTF2IRD1_ENSG00000006704.11_ENST00000424337.7_chr7_cds_start74508081_cds_end74602430_inv_start73113989_inv_end74799029.phy.gz	ENST00000424337.7	GTF2IRD1	7	1	74508081	74602430	2832	74508081-74508203;74512830-74512971;74515441-74515596;74518139-74518322;74519409-74519719;74521208-74521297;74524071-74524154;74529734-74529917;74535113-74535138;74536167-74536275;74538136-74538173;74538680-74538760;74539879-74539968;74544755-74544802;74545744-74545809;74547103-74547286;74555174-74555223;74555438-74555494;74557639-74557722;74558861-74559044;74559627-74559655;74589851-74589928;74590825-74591017;74595014-74595051;74601044-74601180;74602365-74602430
group1_NSUN5_ENSG00000130305.17_ENST00000438747.7_chr7_cds_start73303418_cds_end73308790_inv_start73113989_inv_end74799029.phy.gz	ENST00000438747.7	NSUN5	7	1	73303418	73308790	1398	73308698-73308790;73308431-73308553;73307583-73307757;73307394-73307502;73304959-73305097;73304747-73304862;73304230-73304408;73303826-73304036;73303600-73303740;73303418-73303529
group1_GTF2IRD2_ENSG00000196275.16_ENST00000451013.7_chr7_cds_start74796665_cds_end74836378_inv_start73113989_inv_end74799029.phy.gz	ENST00000451013.7	GTF2IRD2	7	1	74796665	74836378	2847	74836280-74836378;74832805-74832943;74824933-74825052;74822624-74822807;74822427-74822455;74819969-74820023;74819554-74819597;74812739-74812816;74810896-74810952;74809108-74809173;74806934-74807011;74804777-74804860;74803298-74803481;74801985-74802013;74796665-74798265
group1_LAT2_ENSG00000086730.17_ENST00000460943.6_chr7_cds_start74215976_cds_end74224739_inv_start73113989_inv_end74799029.phy.gz	ENST00000460943.6	LAT2	7	1	74215976	74224739	729	74215976-74216069;74216825-74216864;74219744-74219787;74219960-74220008;74220217-74220254;74220584-74220619;74220704-74220734;74221637-74221692;74223724-74223783;74224018-74224197;74224639-74224739
group1_GTF2I_ENSG00000263001.8_ENST00000573035.6_chr7_cds_start74689129_cds_end74758835_inv_start73113989_inv_end74799029.phy.gz	ENST00000573035.6	GTF2I	7	1	74689129	74758835	2994	74689129-74689227;74690973-74691111;74698961-74699095;74700247-74700430;74700606-74700634;74705164-74705218;74706390-74706433;74711032-74711109;74714857-74714916;74716894-74716950;74718879-74718941;74728786-74728896;74730229-74730294;74732479-74732662;74733923-74733981;74735461-74735532;74736500-74736683;74738045-74738103;74743449-74743520;74744758-74744941;74745883-74745941;74746337-74746411;74748015-74748116;74749025-74749090;74749268-74749451;74751361-74751416;74752090-74752170;74753094-74753177;74753846-74754029;74755509-74755537;74756820-74756861;74757959-74758000;74758780-74758835
group1_ENSG00000289346_ENSG00000289346.1_ENST00000625377.3_chr7_cds_start74796665_cds_end74836378_inv_start73113989_inv_end74799029.phy.gz	ENST00000625377.3	ENSG00000289346	7	1	74796665	74836378	2847	74836280-74836378;74832805-74832943;74824933-74825052;74822624-74822807;74822427-74822455;74819969-74820023;74819554-74819597;74812739-74812816;74810896-74810952;74809108-74809173;74806934-74807011;74804777-74804860;74803298-74803481;74801985-74802013;74796665-74798265
group0_RCC1L_ENSG00000274523.5_ENST00000610322.5_chr7_cds_start75043035_cds_end75073737_inv_start74869950_inv_end75058098.phy.gz	ENST00000610322.5	RCC1L	7	0	75043035	75073737	1392	75073414-75073737;75070640-75070769;75066664-75066792;75064582-75064648;75063292-75063343;75061207-75061291;75058588-75058769;75057529-75057616;75055901-75056074;75052711-75052796;75043035-75043109
group0_CASTOR2_ENSG00000274070.2_ENST00000616305.2_chr7_cds_start74964986_cds_end75024696_inv_start74869950_inv_end75058098.phy.gz	ENST00000616305.2	CASTOR2	7	0	74964986	75024696	987	74964986-74965098;75007994-75008064;75017598-75017791;75017990-75018122;75018972-75019095;75020039-75020149;75021874-75021956;75024440-75024534;75024634-75024696
group0_SPDYE12_ENSG00000184616.12_ENST00000618416.5_chr7_cds_start74906673_cds_end74913280_inv_start74869950_inv_end75058098.phy.gz	ENST00000618416.5	SPDYE12	7	0	74906673	74913280	795	74913151-74913280;74911929-74912147;74910837-74910895;74909522-74909607;74906852-74907095;74906673-74906729
group1_RCC1L_ENSG00000274523.5_ENST00000610322.5_chr7_cds_start75043035_cds_end75073737_inv_start74869950_inv_end75058098.phy.gz	ENST00000610322.5	RCC1L	7	1	75043035	75073737	1392	75073414-75073737;75070640-75070769;75066664-75066792;75064582-75064648;75063292-75063343;75061207-75061291;75058588-75058769;75057529-75057616;75055901-75056074;75052711-75052796;75043035-75043109
group1_CASTOR2_ENSG00000274070.2_ENST00000616305.2_chr7_cds_start74964986_cds_end75024696_inv_start74869950_inv_end75058098.phy.gz	ENST00000616305.2	CASTOR2	7	1	74964986	75024696	987	74964986-74965098;75007994-75008064;75017598-75017791;75017990-75018122;75018972-75019095;75020039-75020149;75021874-75021956;75024440-75024534;75024634-75024696
group1_SPDYE12_ENSG00000184616.12_ENST00000618416.5_chr7_cds_start74906673_cds_end74913280_inv_start74869950_inv_end75058098.phy.gz	ENST00000618416.5	SPDYE12	7	1	74906673	74913280	795	74913151-74913280;74911929-74912147;74910837-74910895;74909522-74909607;74906852-74907095;74906673-74906729
group0_POMZP3_ENSG00000146707.15_ENST00000310842.9_chr7_cds_start76611468_cds_end76626064_inv_start76603963_inv_end76620409.phy.gz	ENST00000310842.9	POMZP3	7	0	76611468	76626064	561	76626000-76626064;76625522-76625683;76618183-76618300;76611722-76611813;76611468-76611591
group1_POMZP3_ENSG00000146707.15_ENST00000310842.9_chr7_cds_start76611468_cds_end76626064_inv_start76603963_inv_end76620409.phy.gz	ENST00000310842.9	POMZP3	7	1	76611468	76626064	561	76626000-76626064;76625522-76625683;76618183-76618300;76611722-76611813;76611468-76611591
group0_TCAF2_ENSG00000170379.21_ENST00000684770.1_chr7_cds_start143702995_cds_end143727664_inv_start143716562_inv_end143750998.phy.gz	ENST00000684770.1	TCAF2	7	0	143702995	143727664	2757	143702995-143703617;143719683-143720674;143721281-143721378;143722658-143722871;143723211-143723450;143724360-143724697;143727413-143727664
group1_TCAF2_ENSG00000170379.21_ENST00000684770.1_chr7_cds_start143702995_cds_end143727664_inv_start143716562_inv_end143750998.phy.gz	ENST00000684770.1	TCAF2	7	1	143702995	143727664	2757	143702995-143703617;143719683-143720674;143721281-143721378;143722658-143722871;143723211-143723450;143724360-143724697;143727413-143727664
group0_FDFT1_ENSG00000079459.14_ENST00000220584.9_chr8_cds_start11802833_cds_end11838606_inv_start7301024_inv_end12598379.phy.gz	ENST00000220584.9	FDFT1	8	0	11802833	11838606	1251	11802833-11802931;11808794-11808891;11809667-11809850;11821750-11821878;11826024-11826215;11830244-11830420;11831518-11831670;11838388-11838606
group0_MTMR9_ENSG00000104643.10_ENST00000221086.8_chr8_cds_start11284889_cds_end11322785_inv_start7301024_inv_end12598379.phy.gz	ENST00000221086.8	MTMR9	8	0	11284889	11322785	1647	11284889-11285070;11295194-11295302;11300023-11300148;11304841-11305014;11306190-11306407;11309527-11309688;11314923-11315064;11316673-11316893;11319687-11319838;11322625-11322785
group0_ERI1_ENSG00000104626.15_ENST00000250263.8_chr8_cds_start9003064_cds_end9030031_inv_start7301024_inv_end12598379.phy.gz	ENST00000250263.8	ERI1	8	0	9003064	9030031	1047	9003064-9003171;9007970-9008148;9011542-9011752;9016322-9016405;9018297-9018406;9020350-9020464;9029792-9030031
group0_BLK_ENSG00000136573.16_ENST00000259089.9_chr8_cds_start11543225_cds_end11564105_inv_start7301024_inv_end12598379.phy.gz	ENST00000259089.9	BLK	8	0	11543225	11564105	1515	11543225-11543347;11546052-11546103;11548032-11548125;11549024-11549122;11550159-11550262;11554743-11554889;11555332-11555484;11556658-11556837;11557962-11558038;11561302-11561452;11562979-11563110;11563903-11564105
group0_FAM86B2_ENSG00000145002.13_ENST00000262365.9_chr8_cds_start12425892_cds_end12436343_inv_start7301024_inv_end12598379.phy.gz	ENST00000262365.9	FAM86B2	8	0	12425892	12436343	990	12436248-12436343;12434052-12434114;12432082-12432162;12430350-12430451;12428981-12429114;12428633-12428898;12427657-12427806;12425892-12425989
group0_MFHAS1_ENSG00000147324.11_ENST00000276282.7_chr8_cds_start8786025_cds_end8893058_inv_start7301024_inv_end12598379.phy.gz	ENST00000276282.7	MFHAS1	8	0	8786025	8893058	3156	8890061-8893058;8797365-8797491;8786025-8786055
group0_FAM167A_ENSG00000154319.16_ENST00000284486.9_chr8_cds_start11424376_cds_end11444411_inv_start7301024_inv_end12598379.phy.gz	ENST00000284486.9	FAM167A	8	0	11424376	11444411	642	11444031-11444411;11424376-11424636
group0_NEIL2_ENSG00000154328.16_ENST00000284503.7_chr8_cds_start11771448_cds_end11786270_inv_start7301024_inv_end12598379.phy.gz	ENST00000284503.7	NEIL2	8	0	11771448	11786270	996	11771448-11771585;11779598-11779950;11783203-11783399;11785963-11786270
group0_DEFB4A_ENSG00000171711.3_ENST00000302247.3_chr8_cds_start7894713_cds_end7896607_inv_start7301024_inv_end12598379.phy.gz	ENST00000302247.3	DEFB4A	8	0	7894713	7896607	192	7894713-7894770;7896474-7896607
group0_SOX7_ENSG00000171056.8_ENST00000304501.2_chr8_cds_start10725741_cds_end10730433_inv_start7301024_inv_end12598379.phy.gz	ENST00000304501.2	SOX7	8	0	10725741	10730433	1164	10730196-10730433;10725741-10726666
group0_C8orf74_ENSG00000171060.11_ENST00000304519.10_chr8_cds_start10672666_cds_end10700468_inv_start7301024_inv_end12598379.phy.gz	ENST00000304519.10	C8orf74	8	0	10672666	10700468	882	10672666-10672713;10674646-10674838;10697599-10698005;10700235-10700468
group0_TNKS_ENSG00000173273.17_ENST00000310430.11_chr8_cds_start9555940_cds_end9776733_inv_start7301024_inv_end12598379.phy.gz	ENST00000310430.11	TNKS	8	0	9555940	9776733	3981	9555940-9556612;9580159-9580383;9615582-9615677;9679951-9679987;9680725-9680800;9704663-9704757;9706187-9706253;9706811-9706997;9708371-9708492;9709955-9710046;9710142-9710220;9720374-9720545;9726641-9726720;9730890-9731035;9733279-9733444;9734865-9735084;9735377-9735486;9748024-9748212;9751609-9751846;9752544-9752626;9761516-9761636;9763147-9763244;9764716-9764790;9765692-9765797;9766239-9766425;9770106-9770262;9776650-9776733
group0_PPP1R3B_ENSG00000173281.5_ENST00000310455.4_chr8_cds_start9140797_cds_end9141651_inv_start7301024_inv_end12598379.phy.gz	ENST00000310455.4	PPP1R3B	8	0	9140797	9141651	855	9140797-9141651
group0_DEFB104A_ENSG00000176782.3_ENST00000314265.3_chr8_cds_start7836485_cds_end7841191_inv_start7301024_inv_end12598379.phy.gz	ENST00000314265.3	DEFB104A	8	0	7836485	7841191	216	7836485-7836542;7841034-7841191
group0_DEFB103A_ENSG00000176797.4_ENST00000314357.4_chr8_cds_start7881422_cds_end7882565_inv_start7301024_inv_end12598379.phy.gz	ENST00000314357.4	DEFB103A	8	0	7881422	7882565	201	7881422-7881479;7882423-7882565
group0_PINX1_ENSG00000254093.9_ENST00000314787.8_chr8_cds_start10765404_cds_end10839756_inv_start7301024_inv_end12598379.phy.gz	ENST00000314787.8	PINX1	8	0	10765404	10839756	984	10839738-10839756;10834666-10834775;10832892-10832984;10831665-10831743;10826152-10826244;10820193-10820269;10765404-10765916
group0_DEFB104B_ENSG00000177023.2_ENST00000316169.2_chr8_cds_start7470359_cds_end7475068_inv_start7301024_inv_end12598379.phy.gz	ENST00000316169.2	DEFB104B	8	0	7470359	7475068	216	7475011-7475068;7470359-7470516
group0_MSRA_ENSG00000175806.15_ENST00000317173.9_chr8_cds_start10054517_cds_end10428309_inv_start7301024_inv_end12598379.phy.gz	ENST00000317173.9	MSRA	8	0	10054517	10428309	705	10054517-10054658;10207833-10207901;10245104-10245223;10301534-10301638;10319883-10319989;10428148-10428309
group0_DEFB103B_ENSG00000177243.3_ENST00000318124.3_chr8_cds_start7428987_cds_end7430130_inv_start7301024_inv_end12598379.phy.gz	ENST00000318124.3	DEFB103B	8	0	7428987	7430130	201	7430073-7430130;7428987-7429129
group0_DEFB4B_ENSG00000177257.3_ENST00000318157.3_chr8_cds_start7414964_cds_end7416827_inv_start7301024_inv_end12598379.phy.gz	ENST00000318157.3	DEFB4B	8	0	7414964	7416827	192	7416770-7416827;7414964-7415097
group0_PRSS55_ENSG00000184647.11_ENST00000328655.8_chr8_cds_start10525586_cds_end10538790_inv_start7301024_inv_end12598379.phy.gz	ENST00000328655.8	PRSS55	8	0	10525586	10538790	1056	10525586-10525739;10529507-10529699;10531295-10531545;10532906-10533048;10538476-10538790
group0_USP17L2_ENSG00000223443.3_ENST00000333796.4_chr8_cds_start12137171_cds_end12138760_inv_start7301024_inv_end12598379.phy.gz	ENST00000333796.4	USP17L2	8	0	12137171	12138760	1590	12137171-12138760
group0_DEFB105A_ENSG00000186562.8_ENST00000334773.7_chr8_cds_start7822011_cds_end7823838_inv_start7301024_inv_end12598379.phy.gz	ENST00000334773.7	DEFB105A	8	0	7822011	7823838	234	7823769-7823838;7823382-7823423;7822011-7822132
group0_DEFB107A_ENSG00000186572.2_ENST00000335021.2_chr8_cds_start7811811_cds_end7815628_inv_start7301024_inv_end12598379.phy.gz	ENST00000335021.2	DEFB107A	8	0	7811811	7815628	210	7815559-7815628;7811811-7811950
group0_DEFB106A_ENSG00000186579.3_ENST00000335186.3_chr8_cds_start7825177_cds_end7828950_inv_start7301024_inv_end12598379.phy.gz	ENST00000335186.3	DEFB106A	8	0	7825177	7828950	195	7825177-7825225;7828805-7828950
group0_DEFB106B_ENSG00000187082.2_ENST00000335479.2_chr8_cds_start7482607_cds_end7486382_inv_start7301024_inv_end12598379.phy.gz	ENST00000335479.2	DEFB106B	8	0	7482607	7486382	195	7486334-7486382;7482607-7482752
group0_DEFB105B_ENSG00000186599.8_ENST00000335510.7_chr8_cds_start7487721_cds_end7489548_inv_start7301024_inv_end12598379.phy.gz	ENST00000335510.7	DEFB105B	8	0	7487721	7489548	234	7487721-7487790;7488136-7488177;7489427-7489548
group0_CTSB_ENSG00000164733.23_ENST00000353047.11_chr8_cds_start11845128_cds_end11853454_inv_start7301024_inv_end12598379.phy.gz	ENST00000353047.11	CTSB	8	0	11845128	11853454	1017	11853329-11853454;11852610-11852695;11850866-11850980;11849046-11849164;11848067-11848152;11847679-11847822;11847052-11847168;11845661-11845789;11845128-11845222
group0_DEFB107B_ENSG00000198129.3_ENST00000355602.3_chr8_cds_start7495934_cds_end7509220_inv_start7301024_inv_end12598379.phy.gz	ENST00000355602.3	DEFB107B	8	0	7495934	7509220	210	7495934-7496003;7509081-7509220
group0_DEFB134_ENSG00000205882.9_ENST00000382205.6_chr8_cds_start11993983_cds_end11996251_inv_start7301024_inv_end12598379.phy.gz	ENST00000382205.6	DEFB134	8	0	11993983	11996251	198	11996194-11996251;11993983-11994122
group0_DEFB135_ENSG00000205883.3_ENST00000382208.3_chr8_cds_start11982321_cds_end11984587_inv_start7301024_inv_end12598379.phy.gz	ENST00000382208.3	DEFB135	8	0	11982321	11984587	231	11982321-11982384;11984421-11984587
group0_DEFB136_ENSG00000205884.2_ENST00000382209.2_chr8_cds_start11973940_cds_end11974599_inv_start7301024_inv_end12598379.phy.gz	ENST00000382209.2	DEFB136	8	0	11973940	11974599	234	11974545-11974599;11973940-11974118
group0_SLC35G5_ENSG00000177710.6_ENST00000382435.5_chr8_cds_start11331107_cds_end11332120_inv_start7301024_inv_end12598379.phy.gz	ENST00000382435.5	SLC35G5	8	0	11331107	11332120	1014	11331107-11332120
group0_RP1L1_ENSG00000183638.6_ENST00000382483.4_chr8_cds_start10606898_cds_end10623201_inv_start7301024_inv_end12598379.phy.gz	ENST00000382483.4	RP1L1	8	0	10606898	10623201	7200	10622593-10623201;10616446-10616587;10606898-10613346
group0_DEFB109C_ENSG00000205989.2_ENST00000382575.2_chr8_cds_start7990418_cds_end7997521_inv_start7301024_inv_end12598379.phy.gz	ENST00000382575.2	DEFB109C	8	0	7990418	7997521	261	7997464-7997521;7990418-7990620
group0_DEFB109B_ENSG00000206034.2_ENST00000382656.2_chr8_cds_start7312846_cds_end7319948_inv_start7301024_inv_end12598379.phy.gz	ENST00000382656.2	DEFB109B	8	0	7312846	7319948	261	7312846-7312903;7319746-7319948
group0_SPAG11B_ENSG00000164871.18_ENST00000398462.7_chr8_cds_start7450716_cds_end7463503_inv_start7301024_inv_end12598379.phy.gz	ENST00000398462.7	SPAG11B	8	0	7450716	7463503	399	7463443-7463503;7462707-7462859;7450716-7450900
group0_DEFB130A_ENSG00000232948.1_ENST00000400079.1_chr8_cds_start12310965_cds_end12318316_inv_start7301024_inv_end12598379.phy.gz	ENST00000400079.1	DEFB130A	8	0	12310965	12318316	237	12318259-12318316;12310965-12311143
group0_ZNF705D_ENSG00000215343.8_ENST00000400085.8_chr8_cds_start12108194_cds_end12113155_inv_start7301024_inv_end12598379.phy.gz	ENST00000400085.8	ZNF705D	8	0	12108194	12113155	900	12108194-12108205;12109900-12110026;12110800-12110895;12111432-12111514;12112574-12113155
group0_ZNF705B_ENSG00000215356.4_ENST00000400120.3_chr8_cds_start7947422_cds_end7952388_inv_start7301024_inv_end12598379.phy.gz	ENST00000400120.3	ZNF705B	8	0	7947422	7952388	900	7947422-7947433;7949129-7949255;7950033-7950128;7950665-7950747;7951807-7952388
group0_DEFB108C_ENSG00000215371.3_ENST00000400154.2_chr8_cds_start7373114_cds_end7377497_inv_start7301024_inv_end12598379.phy.gz	ENST00000400154.2	DEFB108C	8	0	7373114	7377497	249	7373114-7373201;7377337-7377497
group0_ZNF705G_ENSG00000215372.6_ENST00000400156.4_chr8_cds_start7357979_cds_end7362946_inv_start7301024_inv_end12598379.phy.gz	ENST00000400156.4	ZNF705G	8	0	7357979	7362946	900	7362935-7362946;7361110-7361236;7360237-7360332;7359619-7359701;7357979-7358560
group0_XKR6_ENSG00000171044.11_ENST00000416569.3_chr8_cds_start10897955_cds_end11201339_inv_start7301024_inv_end12598379.phy.gz	ENST00000416569.3	XKR6	8	0	10897955	11201339	1923	11200576-11201339;10924634-10924830;10897955-10898916
group0_DEFB130B_ENSG00000233050.1_ENST00000437818.1_chr8_cds_start12064392_cds_end12071747_inv_start7301024_inv_end12598379.phy.gz	ENST00000437818.1	DEFB130B	8	0	12064392	12071747	237	12071690-12071747;12064392-12064570
group0_FAM86B1_ENSG00000186523.15_ENST00000448228.7_chr8_cds_start12183609_cds_end12194070_inv_start7301024_inv_end12598379.phy.gz	ENST00000448228.7	FAM86B1	8	0	12183609	12194070	888	12193975-12194070;12191779-12191841;12189808-12189888;12186700-12186833;12186352-12186617;12185376-12185525;12183609-12183706
group0_FAM90A11_ENSG00000233115.5_ENST00000518378.2_chr8_cds_start8012345_cds_end8015352_inv_start7301024_inv_end12598379.phy.gz	ENST00000518378.2	FAM90A11	8	0	8012345	8015352	1392	8015230-8015352;8014536-8014735;8013969-8014077;8012345-8013304
group0_CLDN23_ENSG00000253958.2_ENST00000519106.2_chr8_cds_start8702399_cds_end8703274_inv_start7301024_inv_end12598379.phy.gz	ENST00000519106.2	CLDN23	8	0	8702399	8703274	876	8702399-8703274
group0_FAM90A12_ENSG00000254229.4_ENST00000519497.3_chr8_cds_start8027639_cds_end8030646_inv_start7301024_inv_end12598379.phy.gz	ENST00000519497.3	FAM90A12	8	0	8027639	8030646	1392	8030524-8030646;8029830-8030029;8029263-8029371;8027639-8028598
group0_FAM90A24_ENSG00000215354.10_ENST00000520792.6_chr8_cds_start8019991_cds_end8022998_inv_start7301024_inv_end12598379.phy.gz	ENST00000520792.6	FAM90A24	8	0	8019991	8022998	1392	8022876-8022998;8022182-8022381;8021615-8021723;8019991-8020950
group0_USP17L4_ENSG00000236125.3_ENST00000526929.1_chr8_cds_start7337115_cds_end7338704_inv_start7301024_inv_end12598379.phy.gz	ENST00000526929.1	USP17L4	8	0	7337115	7338704	1590	7337115-7338704
group0_USP17L8_ENSG00000237038.5_ENST00000527080.1_chr8_cds_start7971664_cds_end7973253_inv_start7301024_inv_end12598379.phy.gz	ENST00000527080.1	USP17L8	8	0	7971664	7973253	1590	7971664-7973253
group0_PRR23D2_ENSG00000255378.1_ENST00000528972.1_chr8_cds_start7779164_cds_end7781236_inv_start7301024_inv_end12598379.phy.gz	ENST00000528972.1	PRR23D2	8	0	7779164	7781236	837	7781160-7781236;7780335-7780396;7780022-7780089;7779164-7779793
group0_USP17L1_ENSG00000230549.3_ENST00000529559.1_chr8_cds_start7332387_cds_end7333976_inv_start7301024_inv_end12598379.phy.gz	ENST00000529559.1	USP17L1	8	0	7332387	7333976	1590	7332387-7333976
group0_USP17L7_ENSG00000226430.7_ENST00000530447.5_chr8_cds_start12132420_cds_end12134009_inv_start7301024_inv_end12598379.phy.gz	ENST00000530447.5	USP17L7	8	0	12132420	12134009	1590	12132420-12134009
group0_USP17L3_ENSG00000225327.3_ENST00000530484.1_chr8_cds_start7976396_cds_end7977985_inv_start7301024_inv_end12598379.phy.gz	ENST00000530484.1	USP17L3	8	0	7976396	7977985	1590	7976396-7977985
group0_GATA4_ENSG00000136574.19_ENST00000532059.6_chr8_cds_start11708313_cds_end11758472_inv_start7301024_inv_end12598379.phy.gz	ENST00000532059.6	GATA4	8	0	11708313	11758472	1329	11708313-11708928;11748916-11749085;11750111-11750236;11755046-11755133;11756935-11757083;11758293-11758472
group0_PRR23D1_ENSG00000255251.2_ENST00000533250.2_chr8_cds_start7539805_cds_end7541877_inv_start7301024_inv_end12598379.phy.gz	ENST00000533250.2	PRR23D1	8	0	7539805	7541877	837	7539805-7539881;7540645-7540706;7540952-7541019;7541248-7541877
group0_FAM90A10_ENSG00000285950.1_ENST00000533716.2_chr8_cds_start7768977_cds_end7771985_inv_start7301024_inv_end12598379.phy.gz	ENST00000533716.2	FAM90A10	8	0	7768977	7771985	1392	7768977-7769099;7769594-7769793;7770252-7770360;7771026-7771985
