dataset	consensus	consensus_label	phy_group	group_label	filename	gene_name	gene_id	transcript_id	chr	cds_start	cds_end	inv_start	inv_end	n_sites	n_sequences	n_pairs	n_identical_pairs	prop_identical_pairs	inv_exact_match
CDS	1	Recurrent	1	Inverted	group1_SPDYE12_ENSG00000184616.12_ENST00000618416.5_chr7_cds_start74906673_cds_end74913280_inv_start74869950_inv_end75058098.phy	SPDYE12	ENSG00000184616.12	ENST00000618416.5	7	74906673	74913280	74869950	75058098	795	8	28	28	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_STX1A_ENSG00000106089.12_ENST00000222812.8_chr7_cds_start73700410_cds_end73719631_inv_start73113989_inv_end74799029.phy	STX1A	ENSG00000106089.12	ENST00000222812.8	7	73700410	73719631	73113989	74799029	864	3	3	1	0.333333	1
CDS	1	Recurrent	1	Inverted	group1_SULT1A1_ENSG00000196502.15_ENST00000314752.12_chr16_cds_start28605824_cds_end28608855_inv_start28471892_inv_end28637651.phy	SULT1A1	ENSG00000196502.15	ENST00000314752.12	16	28605824	28608855	28471892	28637651	885	30	435	435	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_SULT1A2_ENSG00000197165.11_ENST00000335715.9_chr16_cds_start28592031_cds_end28595930_inv_start28471892_inv_end28637651.phy	SULT1A2	ENSG00000197165.11	ENST00000335715.9	16	28592031	28595930	28471892	28637651	885	30	435	202	0.464368	1
CDS	1	Recurrent	1	Inverted	group1_TBL2_ENSG00000106638.18_ENST00000305632.11_chr7_cds_start73570510_cds_end73578549_inv_start73113989_inv_end74799029.phy	TBL2	ENSG00000106638.18	ENST00000305632.11	7	73570510	73578549	73113989	74799029	1341	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_TMEM185A_ENSG00000269556.9_ENST00000600449.8_chrX_cds_start149598014_cds_end149631580_inv_start149599490_inv_end149655967.phy	TMEM185A	ENSG00000269556.9	ENST00000600449.8	X	149598014	149631580	149599490	149655967	1050	2	1	1	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_TMEM270_ENSG00000175877.4_ENST00000320531.3_chr7_cds_start73861195_cds_end73865870_inv_start73113989_inv_end74799029.phy	TMEM270	ENSG00000175877.4	ENST00000320531.3	7	73861195	73865870	73113989	74799029	795	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_TNK2_ENSG00000061938.21_ENST00000672887.2_chr3_cds_start195864184_cds_end195888588_inv_start195692124_inv_end195956606.phy	TNK2	ENSG00000061938.21	ENST00000672887.2	3	195864184	195888588	195692124	195956606	3165	22	231	58	0.251082	0
CDS	1	Recurrent	1	Inverted	group1_TNKS_ENSG00000173273.17_ENST00000310430.11_chr8_cds_start9555940_cds_end9776733_inv_start7301024_inv_end12598379.phy	TNKS	ENSG00000173273.17	ENST00000310430.11	8	9555940	9776733	7301024	12598379	3981	41	820	469	0.571951	1
CDS	1	Recurrent	1	Inverted	group1_TRIM50_ENSG00000146755.11_ENST00000333149.7_chr7_cds_start73312924_cds_end73324787_inv_start73113989_inv_end74799029.phy	TRIM50	ENSG00000146755.11	ENST00000333149.7	7	73312924	73324787	73113989	74799029	1461	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_TRPM1_ENSG00000134160.17_ENST00000256552.11_chr15_cds_start31001825_cds_end31081355_inv_start30618103_inv_end32153204.phy	TRPM1	ENSG00000134160.17	ENST00000256552.11	15	31001825	31081355	30618103	32153204	4875	10	45	21	0.466667	1
CDS	1	Recurrent	1	Inverted	group1_USP17L1_ENSG00000230549.3_ENST00000529559.1_chr8_cds_start7332387_cds_end7333976_inv_start7301024_inv_end12598379.phy	USP17L1	ENSG00000230549.3	ENST00000529559.1	8	7332387	7333976	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_USP17L2_ENSG00000223443.3_ENST00000333796.4_chr8_cds_start12137171_cds_end12138760_inv_start7301024_inv_end12598379.phy	USP17L2	ENSG00000223443.3	ENST00000333796.4	8	12137171	12138760	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_USP17L3_ENSG00000225327.3_ENST00000530484.1_chr8_cds_start7976396_cds_end7977985_inv_start7301024_inv_end12598379.phy	USP17L3	ENSG00000225327.3	ENST00000530484.1	8	7976396	7977985	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_USP17L4_ENSG00000236125.3_ENST00000526929.1_chr8_cds_start7337115_cds_end7338704_inv_start7301024_inv_end12598379.phy	USP17L4	ENSG00000236125.3	ENST00000526929.1	8	7337115	7338704	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_USP17L7_ENSG00000226430.7_ENST00000530447.5_chr8_cds_start12132420_cds_end12134009_inv_start7301024_inv_end12598379.phy	USP17L7	ENSG00000226430.7	ENST00000530447.5	8	12132420	12134009	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_USP17L8_ENSG00000237038.5_ENST00000527080.1_chr8_cds_start7971664_cds_end7973253_inv_start7301024_inv_end12598379.phy	USP17L8	ENSG00000237038.5	ENST00000527080.1	8	7971664	7973253	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_USP42_ENSG00000106346.12_ENST00000306177.10_chr7_cds_start6111134_cds_end6159454_inv_start5989046_inv_end6735643.phy	USP42	ENSG00000106346.12	ENST00000306177.10	7	6111134	6159454	5989046	6735643	3948	9	36	6	0.166667	1
CDS	1	Recurrent	1	Inverted	group1_VPS37D_ENSG00000176428.6_ENST00000324941.5_chr7_cds_start73667959_cds_end73671373_inv_start73113989_inv_end74799029.phy	VPS37D	ENSG00000176428.6	ENST00000324941.5	7	73667959	73671373	73113989	74799029	753	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_XKR6_ENSG00000171044.11_ENST00000416569.3_chr8_cds_start10897955_cds_end11201339_inv_start7301024_inv_end12598379.phy	XKR6	ENSG00000171044.11	ENST00000416569.3	8	10897955	11201339	7301024	12598379	1923	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_XYLT1_ENSG00000103489.12_ENST00000261381.7_chr16_cds_start17108698_cds_end17470796_inv_start16721273_inv_end18073542.phy	XYLT1	ENSG00000103489.12	ENST00000261381.7	16	17108698	17470796	16721273	18073542	2877	7	21	10	0.476190	1
CDS	1	Recurrent	1	Inverted	group1_ZDHHC4_ENSG00000136247.15_ENST00000335965.11_chr7_cds_start6580562_cds_end6588907_inv_start5989046_inv_end6735643.phy	ZDHHC4	ENSG00000136247.15	ENST00000335965.11	7	6580562	6588907	5989046	6735643	1032	9	36	22	0.611111	1
CDS	1	Recurrent	1	Inverted	group1_ZNF12_ENSG00000164631.19_ENST00000405858.6_chr7_cds_start6690851_cds_end6705173_inv_start5989046_inv_end6735643.phy	ZNF12	ENSG00000164631.19	ENST00000405858.6	7	6690851	6705173	5989046	6735643	2091	9	36	36	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ZNF316_ENSG00000205903.7_ENST00000382252.6_chr7_cds_start6642410_cds_end6654608_inv_start5989046_inv_end6735643.phy	ZNF316	ENSG00000205903.7	ENST00000382252.6	7	6642410	6654608	5989046	6735643	3012	9	36	11	0.305556	1
CDS	1	Recurrent	1	Inverted	group1_ZNF488_ENSG00000265763.4_ENST00000585316.3_chr10_cds_start47367810_cds_end47368829_inv_start46983451_inv_end47468232.phy	ZNF488	ENSG00000265763.4	ENST00000585316.3	10	47367810	47368829	46983451	47468232	1020	7	21	11	0.523810	1
CDS	1	Recurrent	1	Inverted	group1_ZNF705B_ENSG00000215356.4_ENST00000400120.3_chr8_cds_start7947422_cds_end7952388_inv_start7301024_inv_end12598379.phy	ZNF705B	ENSG00000215356.4	ENST00000400120.3	8	7947422	7952388	7301024	12598379	900	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ZNF705D_ENSG00000215343.8_ENST00000400085.8_chr8_cds_start12108194_cds_end12113155_inv_start7301024_inv_end12598379.phy	ZNF705D	ENSG00000215343.8	ENST00000400085.8	8	12108194	12113155	7301024	12598379	900	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ZNF705G_ENSG00000215372.6_ENST00000400156.4_chr8_cds_start7357979_cds_end7362946_inv_start7301024_inv_end12598379.phy	ZNF705G	ENSG00000215372.6	ENST00000400156.4	8	7357979	7362946	7301024	12598379	900	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ZNF853_ENSG00000236609.4_ENST00000457543.4_chr7_cds_start6616175_cds_end6622968_inv_start5989046_inv_end6735643.phy	ZNF853	ENSG00000236609.4	ENST00000457543.4	7	6616175	6622968	5989046	6735643	1977	9	36	10	0.277778	1
CDS	1	Recurrent	1	Inverted	group1_ZNF92_ENSG00000146757.14_ENST00000328747.12_chr7_cds_start65373998_cds_end65399872_inv_start65219157_inv_end65531823.phy	ZNF92	ENSG00000146757.14	ENST00000328747.12	7	65373998	65399872	65219157	65531823	1758	26	325	325	1.000000	1
CDS	0	Single-event	0	Direct	group0_ABCC1_ENSG00000103222.20_ENST00000399410.8_chr16_cds_start15949752_cds_end16141278_inv_start15384482_inv_end16276146.phy	ABCC1	ENSG00000103222.20	ENST00000399410.8	16	15949752	16141278	15384482	16276146	4593	81	3240	774	0.238889	1
CDS	0	Single-event	0	Direct	group0_ABCC6_ENSG00000091262.17_ENST00000205557.12_chr16_cds_start16150136_cds_end16223434_inv_start15384482_inv_end16276146.phy	ABCC6	ENSG00000091262.17	ENST00000205557.12	16	16150136	16223434	15384482	16276146	4509	81	3240	482	0.148765	1
CDS	0	Single-event	0	Direct	group0_ALKBH5_ENSG00000091542.9_ENST00000399138.5_chr17_cds_start18184244_cds_end18208393_inv_start16823490_inv_end18384190.phy	ALKBH5	ENSG00000091542.9	ENST00000399138.5	17	18184244	18208393	16823490	18384190	1182	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_ANXA11_ENSG00000122359.18_ENST00000422982.8_chr10_cds_start80155856_cds_end80172861_inv_start79542901_inv_end80217413.phy	ANXA11	ENSG00000122359.18	ENST00000422982.8	10	80155856	80172861	79542901	80217413	1515	77	2926	1126	0.384826	1
CDS	0	Single-event	0	Direct	group0_ATP10A_ENSG00000206190.13_ENST00000555815.7_chr15_cds_start25679344_cds_end25863096_inv_start23345459_inv_end28389868.phy	ATP10A	ENSG00000206190.13	ENST00000555815.7	15	25679344	25863096	23345459	28389868	4497	81	3240	477	0.147222	1
CDS	0	Single-event	0	Direct	group0_ATPAF2_ENSG00000171953.16_ENST00000474627.8_chr17_cds_start18018552_cds_end18039013_inv_start16823490_inv_end18384190.phy	ATPAF2	ENSG00000171953.16	ENST00000474627.8	17	18018552	18039013	16823490	18384190	867	78	3003	2850	0.949051	1
CDS	0	Single-event	0	Direct	group0_BMERB1_ENSG00000166780.11_ENST00000300006.9_chr16_cds_start15434654_cds_end15586826_inv_start15384482_inv_end16276146.phy	BMERB1	ENSG00000166780.11	ENST00000300006.9	16	15434654	15586826	15384482	16276146	612	81	3240	2073	0.639815	1
CDS	0	Single-event	0	Direct	group0_BMPER_ENSG00000164619.10_ENST00000649409.2_chr7_cds_start33905614_cds_end34153270_inv_start33990735_inv_end34010143.phy	BMPER	ENSG00000164619.10	ENST00000649409.2	7	33905614	34153270	33990735	34010143	2055	81	3240	832	0.256790	1
CDS	0	Single-event	0	Direct	group0_C5orf60_ENSG00000204661.10_ENST00000512899.5_chr5_cds_start179642413_cds_end179645020_inv_start179643529_inv_end179651253.phy	C5orf60	ENSG00000204661.10	ENST00000512899.5	5	179642413	179645020	179643529	179651253					NA	1
CDS	0	Single-event	0	Direct	group0_CDK20_ENSG00000156345.18_ENST00000325303.9_chr9_cds_start87967465_cds_end87974446_inv_start87942696_inv_end88110274.phy	CDK20	ENSG00000156345.18	ENST00000325303.9	9	87967465	87974446	87942696	88110274	1038	81	3240	3160	0.975309	1
CDS	0	Single-event	0	Direct	group0_CEP20_ENSG00000133393.13_ENST00000255759.11_chr16_cds_start15867443_cds_end15888585_inv_start15384482_inv_end16276146.phy	CEP20	ENSG00000133393.13	ENST00000255759.11	16	15867443	15888585	15384482	16276146	522	81	3240	2584	0.797531	1
CDS	0	Single-event	0	Direct	group0_COPS3_ENSG00000141030.13_ENST00000268717.10_chr17_cds_start17247101_cds_end17281186_inv_start16823490_inv_end18384190.phy	COPS3	ENSG00000141030.13	ENST00000268717.10	17	17247101	17281186	16823490	18384190	1269	78	3003	1518	0.505495	1
CDS	0	Single-event	0	Direct	group0_CRHR1_ENSG00000120088.16_ENST00000314537.10_chr17_cds_start45784545_cds_end45834761_inv_start45585159_inv_end46292045.phy	CRHR1	ENSG00000120088.16	ENST00000314537.10	17	45784545	45834761	45585159	46292045	1245	72	2556	2281	0.892410	1
CDS	0	Single-event	0	Direct	group0_CTRB1_ENSG00000168925.12_ENST00000361017.9_chr16_cds_start75219008_cds_end75224863_inv_start75206214_inv_end75222748.phy	CTRB1	ENSG00000168925.12	ENST00000361017.9	16	75219008	75224863	75206214	75222748	789	14	91	91	1.000000	1
CDS	0	Single-event	0	Direct	group0_CTRB2_ENSG00000168928.13_ENST00000303037.13_chr16_cds_start75204164_cds_end75207141_inv_start75206214_inv_end75222748.phy	CTRB2	ENSG00000168928.13	ENST00000303037.13	16	75204164	75207141	75206214	75222748	789	14	91	91	1.000000	1
CDS	0	Single-event	0	Direct	group0_DRC3_ENSG00000171962.19_ENST00000399187.6_chr17_cds_start17977599_cds_end18016668_inv_start16823490_inv_end18384190.phy	DRC3	ENSG00000171962.19	ENST00000399187.6	17	17977599	18016668	16823490	18384190	1569	78	3003	1237	0.411921	1
CDS	0	Single-event	0	Direct	group0_DRG2_ENSG00000108591.10_ENST00000225729.8_chr17_cds_start18088024_cds_end18107237_inv_start16823490_inv_end18384190.phy	DRG2	ENSG00000108591.10	ENST00000225729.8	17	18088024	18107237	16823490	18384190	1092	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_ENSG00000283205_ENSG00000283205.1_ENST00000636536.1_chr9_cds_start87956267_cds_end87956497_inv_start87942696_inv_end88110274.phy	ENSG00000283205	ENSG00000283205.1	ENST00000636536.1	9	87956267	87956497	87942696	88110274	231	81	3240	3160	0.975309	1
CDS	0	Single-event	0	Direct	group0_EPB41L4A_ENSG00000129595.14_ENST00000261486.6_chr5_cds_start112164993_cds_end112419039_inv_start112179911_inv_end112236600.phy	EPB41L4A	ENSG00000129595.14	ENST00000261486.6	5	112164993	112419039	112179911	112236600	2058	81	3240	744	0.229630	1
CDS	0	Single-event	0	Direct	group0_EVPLL_ENSG00000214860.5_ENST00000399134.5_chr17_cds_start18380938_cds_end18388245_inv_start16823490_inv_end18384190.phy	EVPLL	ENSG00000214860.5	ENST00000399134.5	17	18380938	18388245	16823490	18384190	903	77	2926	1441	0.492481	1
CDS	0	Single-event	0	Direct	group0_FLCN_ENSG00000154803.13_ENST00000285071.9_chr17_cds_start17213658_cds_end17228137_inv_start16823490_inv_end18384190.phy	FLCN	ENSG00000154803.13	ENST00000285071.9	17	17213658	17228137	16823490	18384190	1737	78	3003	2707	0.901432	1
CDS	0	Single-event	0	Direct	group0_FLII_ENSG00000177731.16_ENST00000327031.9_chr17_cds_start18245141_cds_end18258690_inv_start16823490_inv_end18384190.phy	FLII	ENSG00000177731.16	ENST00000327031.9	17	18245141	18258690	16823490	18384190	3807	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_GABRA5_ENSG00000186297.12_ENST00000335625.10_chr15_cds_start26869249_cds_end26948230_inv_start23345459_inv_end28389868.phy	GABRA5	ENSG00000186297.12	ENST00000335625.10	15	26869249	26948230	23345459	28389868	1386	81	3240	1557	0.480556	1
CDS	0	Single-event	0	Direct	group0_GABRB3_ENSG00000166206.16_ENST00000311550.10_chr15_cds_start26547796_cds_end26772962_inv_start23345459_inv_end28389868.phy	GABRB3	ENSG00000166206.16	ENST00000311550.10	15	26547796	26772962	23345459	28389868	1419	81	3240	2852	0.880247	1
CDS	0	Single-event	0	Direct	group0_GABRG3_ENSG00000182256.13_ENST00000615808.5_chr15_cds_start26971536_cds_end27532878_inv_start23345459_inv_end28389868.phy	GABRG3	ENSG00000182256.13	ENST00000615808.5	15	26971536	27532878	23345459	28389868	1401	81	3240	2443	0.754012	1
CDS	0	Single-event	0	Direct	group0_GID4_ENSG00000141034.10_ENST00000268719.9_chr17_cds_start18039465_cds_end18065240_inv_start16823490_inv_end18384190.phy	GID4	ENSG00000141034.10	ENST00000268719.9	17	18039465	18065240	16823490	18384190	900	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_GOLGA6L24_ENSG00000237850.8_ENST00000568624.2_chr15_cds_start28350254_cds_end28358023_inv_start23345459_inv_end28389868.phy	GOLGA6L24	ENSG00000237850.8	ENST00000568624.2	15	28350254	28358023	23345459	28389868	2496	81	3240	3240	1.000000	1
CDS	0	Single-event	0	Direct	group0_GOLGA6L2_ENSG00000174450.13_ENST00000567107.6_chr15_cds_start23439748_cds_end23447181_inv_start23345459_inv_end28389868.phy	GOLGA6L2	ENSG00000174450.13	ENST00000567107.6	15	23439748	23447181	23345459	28389868	2727	79	3081	1715	0.556637	1
CDS	0	Single-event	0	Direct	group0_GOLGA8F_ENSG00000153684.16_ENST00000526619.7_chr15_cds_start28378762_cds_end28389060_inv_start23345459_inv_end28389868.phy	GOLGA8F	ENSG00000153684.16	ENST00000526619.7	15	28378762	28389060	23345459	28389868	1908	81	3240	3240	1.000000	1
CDS	0	Single-event	0	Direct	group0_GOLGA8S_ENSG00000261739.3_ENST00000562295.3_chr15_cds_start23354810_cds_end23365131_inv_start23345459_inv_end28389868.phy	GOLGA8S	ENSG00000261739.3	ENST00000562295.3	15	23354810	23365131	23345459	28389868	1914	81	3240	3240	1.000000	1
CDS	0	Single-event	0	Direct	group0_GTF2H2_ENSG00000145736.15_ENST00000274400.10_chr5_cds_start71035680_cds_end71062763_inv_start71009586_inv_end71093997.phy	GTF2H2	ENSG00000145736.15	ENST00000274400.10	5	71035680	71062763	71009586	71093997	1185	6	15	15	1.000000	1
CDS	0	Single-event	0	Direct	group0_HERC2_ENSG00000128731.18_ENST00000261609.13_chr15_cds_start28111766_cds_end28321433_inv_start23345459_inv_end28389868.phy	HERC2	ENSG00000128731.18	ENST00000261609.13	15	28111766	28321433	23345459	28389868	14502	81	3240	345	0.106481	1
CDS	0	Single-event	0	Direct	group0_KANSL1_ENSG00000120071.15_ENST00000432791.7_chr17_cds_start46031479_cds_end46172143_inv_start45585159_inv_end46292045.phy	KANSL1	ENSG00000120071.15	ENST00000432791.7	17	46031479	46172143	45585159	46292045	3315	72	2556	1531	0.598983	1
CDS	0	Single-event	0	Direct	group0_LINC02210CRHR1_ENSG00000263715.7_ENST00000634540.1_chr17_cds_start45830185_cds_end45834761_inv_start45585159_inv_end46292045.phy	LINC02210CRHR1	ENSG00000263715.7	ENST00000634540.1	17	45830185	45834761	45585159	46292045	720	72	2556	2556	1.000000	1
CDS	0	Single-event	0	Direct	group0_LLGL1_ENSG00000131899.13_ENST00000316843.9_chr17_cds_start18225683_cds_end18242818_inv_start16823490_inv_end18384190.phy	LLGL1	ENSG00000131899.13	ENST00000316843.9	17	18225683	18242818	16823490	18384190	3192	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_MAGEL2_ENSG00000254585.5_ENST00000650528.1_chr15_cds_start23643996_cds_end23647742_inv_start23345459_inv_end28389868.phy	MAGEL2	ENSG00000254585.5	ENST00000650528.1	15	23643996	23647742	23345459	28389868	3747	81	3240	2426	0.748765	1
CDS	0	Single-event	0	Direct	group0_MAPT_ENSG00000186868.18_ENST00000262410.10_chr17_cds_start45962338_cds_end46024168_inv_start45585159_inv_end46292045.phy	MAPT	ENSG00000186868.18	ENST00000262410.10	17	45962338	46024168	45585159	46292045	2499	72	2556	1484	0.580595	1
CDS	0	Single-event	0	Direct	group0_MARF1_ENSG00000166783.22_ENST00000396368.8_chr16_cds_start15596696_cds_end15639233_inv_start15384482_inv_end16276146.phy	MARF1	ENSG00000166783.22	ENST00000396368.8	16	15596696	15639233	15384482	16276146	5226	81	3240	2927	0.903395	1
CDS	0	Single-event	0	Direct	group0_MED9_ENSG00000141026.6_ENST00000268711.4_chr17_cds_start17477042_cds_end17491492_inv_start16823490_inv_end18384190.phy	MED9	ENSG00000141026.6	ENST00000268711.4	17	17477042	17491492	16823490	18384190	438	78	3003	2307	0.768232	1
CDS	0	Single-event	0	Direct	group0_MIEF2_ENSG00000177427.13_ENST00000323019.9_chr17_cds_start18262721_cds_end18264761_inv_start16823490_inv_end18384190.phy	MIEF2	ENSG00000177427.13	ENST00000323019.9	17	18262721	18264761	16823490	18384190	1362	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_MKRN3_ENSG00000179455.10_ENST00000314520.6_chr15_cds_start23565783_cds_end23567303_inv_start23345459_inv_end28389868.phy	MKRN3	ENSG00000179455.10	ENST00000314520.6	15	23565783	23567303	23345459	28389868	1521	81	3240	2107	0.650309	1
CDS	0	Single-event	0	Direct	group0_MPRIP_ENSG00000133030.22_ENST00000651222.2_chr17_cds_start17042849_cds_end17184891_inv_start16823490_inv_end18384190.phy	MPRIP	ENSG00000133030.22	ENST00000651222.2	17	17042849	17184891	16823490	18384190	7275	78	3003	623	0.207459	1
CDS	0	Single-event	0	Direct	group0_MPV17L_ENSG00000156968.9_ENST00000396385.4_chr16_cds_start15395898_cds_end15408109_inv_start15384482_inv_end16276146.phy	MPV17L	ENSG00000156968.9	ENST00000396385.4	16	15395898	15408109	15384482	16276146	588	81	3240	3240	1.000000	1
CDS	0	Single-event	0	Direct	group0_MYH11_ENSG00000133392.19_ENST00000300036.6_chr16_cds_start15703994_cds_end15838252_inv_start15384482_inv_end16276146.phy	MYH11	ENSG00000133392.19	ENST00000300036.6	16	15703994	15838252	15384482	16276146	5916	81	3240	614	0.189506	1
CDS	0	Single-event	0	Direct	group0_MYO15A_ENSG00000091536.20_ENST00000647165.2_chr17_cds_start18118801_cds_end18178867_inv_start16823490_inv_end18384190.phy	MYO15A	ENSG00000091536.20	ENST00000647165.2	17	18118801	18178867	16823490	18384190	10590	78	3003	3003	1.000000	1
CDS	0	Single-event	0	Direct	group0_NAIP_ENSG00000249437.8_ENST00000517649.6_chr5_cds_start70970107_cds_end71012915_inv_start71009586_inv_end71093997.phy	NAIP	ENSG00000249437.8	ENST00000517649.6	5	70970107	71012915	71009586	71093997	4209	6	15	10	0.666667	1
CDS	0	Single-event	0	Direct	group0_NDE1_ENSG00000072864.16_ENST00000396354.6_chr16_cds_start15664779_cds_end15724248_inv_start15384482_inv_end16276146.phy	NDE1	ENSG00000072864.16	ENST00000396354.6	16	15664779	15724248	15384482	16276146	1005	81	3240	3006	0.927778	1
CDS	0	Single-event	0	Direct	group0_NDN_ENSG00000182636.8_ENST00000649030.2_chr15_cds_start23686255_cds_end23687217_inv_start23345459_inv_end28389868.phy	NDN	ENSG00000182636.8	ENST00000649030.2	15	23686255	23687217	23345459	28389868	963	81	3240	3240	1.000000	1
CDS	0	Single-event	0	Direct	group0_NOMO3_ENSG00000103226.19_ENST00000399336.9_chr16_cds_start16232667_cds_end16294296_inv_start15384482_inv_end16276146.phy	NOMO3	ENSG00000103226.19	ENST00000399336.9	16	16232667	16294296	15384482	16276146	3666	81	3240	3240	1.000000	1
CDS	0	Single-event	0	Direct	group0_NPAP1_ENSG00000185823.5_ENST00000329468.5_chr15_cds_start24675868_cds_end24679335_inv_start23345459_inv_end28389868.phy	NPAP1	ENSG00000185823.5	ENST00000329468.5	15	24675868	24679335	23345459	28389868	3468	81	3240	691	0.213272	1
CDS	0	Single-event	0	Direct	group0_NT5M_ENSG00000205309.14_ENST00000389022.9_chr17_cds_start17303551_cds_end17346944_inv_start16823490_inv_end18384190.phy	NT5M	ENSG00000205309.14	ENST00000389022.9	17	17303551	17346944	16823490	18384190	684	78	3003	2926	0.974359	1
CDS	0	Single-event	0	Direct	group0_NUTM2B_ENSG00000188199.11_ENST00000429828.7_chr10_cds_start79703610_cds_end79712482_inv_start79542901_inv_end80217413.phy	NUTM2B	ENSG00000188199.11	ENST00000429828.7	10	79703610	79712482	79542901	80217413	2634	77	2926	2926	1.000000	1
CDS	0	Single-event	0	Direct	group0_NUTM2E_ENSG00000228570.8_ENST00000429984.5_chr10_cds_start79841741_cds_end79850603_inv_start79542901_inv_end80217413.phy	NUTM2E	ENSG00000228570.8	ENST00000429984.5	10	79841741	79850603	79542901	80217413	2634	77	2926	2926	1.000000	1
CDS	0	Single-event	0	Direct	group0_OCA2_ENSG00000104044.16_ENST00000354638.8_chr15_cds_start27755391_cds_end28081874_inv_start23345459_inv_end28389868.phy	OCA2	ENSG00000104044.16	ENST00000354638.8	15	27755391	28081874	23345459	28389868	2514	80	3160	400	0.126582	1
CDS	0	Single-event	0	Direct	group0_OR1A1_ENSG00000172146.4_ENST00000641732.2_chr17_cds_start3215621_cds_end3216547_inv_start3082008_inv_end3221835.phy	OR1A1	ENSG00000172146.4	ENST00000641732.2	17	3215621	3216547	3082008	3221835	927	79	3081	681	0.221032	1
CDS	0	Single-event	0	Direct	group0_OR1A2_ENSG00000172150.4_ENST00000381951.1_chr17_cds_start3197519_cds_end3198445_inv_start3082008_inv_end3221835.phy	OR1A2	ENSG00000172150.4	ENST00000381951.1	17	3197519	3198445	3082008	3221835	927	79	3081	1180	0.382993	1
CDS	0	Single-event	0	Direct	group0_OR1D2_ENSG00000184166.3_ENST00000641833.1_chr17_cds_start3092061_cds_end3092996_inv_start3082008_inv_end3221835.phy	OR1D2	ENSG00000184166.3	ENST00000641833.1	17	3092061	3092996	3082008	3221835	936	79	3081	1746	0.566699	1
CDS	0	Single-event	0	Direct	group0_OR1G1_ENSG00000183024.4_ENST00000328890.3_chr17_cds_start3126613_cds_end3127551_inv_start3082008_inv_end3221835.phy	OR1G1	ENSG00000183024.4	ENST00000328890.3	17	3126613	3127551	3082008	3221835	939	79	3081	2370	0.769231	1
CDS	0	Single-event	0	Direct	group0_PEMT_ENSG00000133027.18_ENST00000255389.10_chr17_cds_start17505794_cds_end17591626_inv_start16823490_inv_end18384190.phy	PEMT	ENSG00000133027.18	ENST00000255389.10	17	17505794	17591626	16823490	18384190	708	78	3003	1113	0.370629	1
CDS	0	Single-event	0	Direct	group0_PLAC9_ENSG00000189129.14_ENST00000372263.4_chr10_cds_start80132763_cds_end80144907_inv_start79542901_inv_end80217413.phy	PLAC9	ENSG00000189129.14	ENST00000372263.4	10	80132763	80144907	79542901	80217413	291	77	2926	2850	0.974026	1
CDS	0	Single-event	0	Direct	group0_PLD6_ENSG00000179598.6_ENST00000321560.4_chr17_cds_start17202770_cds_end17206286_inv_start16823490_inv_end18384190.phy	PLD6	ENSG00000179598.6	ENST00000321560.4	17	17202770	17206286	16823490	18384190	756	78	3003	2926	0.974359	1
CDS	0	Single-event	0	Direct	group0_PROP1_ENSG00000175325.2_ENST00000308304.2_chr5_cds_start177992712_cds_end177995933_inv_start177946129_inv_end178003952.phy	PROP1	ENSG00000175325.2	ENST00000308304.2	5	177992712	177995933	177946129	178003952	678	81	3240	1609	0.496605	1
CDS	0	Single-event	0	Direct	group0_RAI1_ENSG00000108557.20_ENST00000353383.6_chr17_cds_start17792949_cds_end17809978_inv_start16823490_inv_end18384190.phy	RAI1	ENSG00000108557.20	ENST00000353383.6	17	17792949	17809978	16823490	18384190	5718	78	3003	1006	0.334998	1
