inv_id	chrom	start	end	orig_id	recurrence_class	sources	ancestral_orientation	derived_orientation	flip_ref_polarity	confidence	n_outgroups_informative	n_support_ref_ancestral	n_support_ref_derived	outgroup_discordant	orient_chimp	orient_gorilla	orient_orangutan	orient_macaque	evidence	inv_af_ref	derived_af	minor_is_derived	strandseq_flip	strandseq_confidence	strandseq_source	evidence_tier	t2t_ape_flip	t2t_ape_confidence
chr7:61714723-61782364	chr7	61714723	61782364	chr7-61714724-INV-67642	unknown	callset	inverted	direct	1	moderate	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:62144125-62285305	chr7	62144125	62285305	chr7-62144126-INV-141181	unknown	callset	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:62290674-62363143	chr7	62290674	62363143	chr7-62290675-INV-72470	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.42	0.58	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:62373327-62390982	chr7	62373327	62390982	chr7-62373328-INV-17655	unknown	callset	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:62408486-62456444	chr7	62408486	62456444	chr7-62408487-INV-47959	recurrent	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.57	0.57	False	0	low	strandseq_parsimony	synteny		
chr7:63356275-63388165	chr7	63356275	63388165	chr7-63356276-INV-31891	unknown	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.4	0.6	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:63729711-63844058	chr7	63729711	63844058	chr7-63729712-INV-114348	unknown	callset	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:65219157-65531823	chr7	65219157	65531823	chr7-65219158-INV-312667	recurrent	callset;inv_properties	inverted	direct	1	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.33	0.67	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr7:65572704-65581644	chr7	65572704	65581644	chr7-65565115-INV-74905	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.39	0.61	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr7:65793712-65822478	chr7	65793712	65822478	chr7-65793713-INV-28767	unknown	callset	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:67019303-67020338	chr7	67019303	67020338	chr7-67019304-INV-851	unknown	callset;inv_properties	inverted	direct	1	moderate	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	0.1	0.9	False	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:70961198-70973901	chr7	70961198	70973901	chr7-70955928-INV-18020	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.64	0.36	False	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr7:73113989-74799029	chr7	73113989	74799029	chr7-73113990-INV-1685041	recurrent	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.05	0.95	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr7:74869950-75058098	chr7	74869950	75058098	chr7-74799031-INV-480422	recurrent	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	inverted	collinear	inverted	discordant[0.75]:chimp-,gorilla-,orangutan+,macaque-	0.1	0.9	False	1	high	strandseq_parsimony	gold_t2t_apes	1	high
chr7:76603963-76620409	chr7	76603963	76620409	chr7-76603964-INV-16446	unknown	callset;inv_properties	inverted	direct	1	low	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	0.5	0.5	NA	1	low	strandseq_parsimony	synteny	1	low
chr7:97445822-97459601	chr7	97445822	97459601	chr7-97445827-INV-13775	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.98	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr7:107418983-107422332	chr7	107418983	107422332	chr7-107418074-INV-5179	unknown	callset;inv_properties	inverted	direct	1	low	4	1	3	1	inverted	inverted	inverted	collinear	discordant[0.75]:chimp-,gorilla-,orangutan-,macaque+	0.89	0.11	True	1	low	strandseq_parsimony	synteny		
chr7:143716562-143750998	chr7	143716562	143750998	chr7-143716563-INV-34437	unknown	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	collinear	inverted	inverted	discordant[0.75]:chimp-,gorilla+,orangutan-,macaque-	0.33	0.67	False	1	high	strandseq_parsimony	gold_t2t_apes	1	high
chr7:143779394-143798726	chr7	143779394	143798726	chr7-143779395-INV-19333	unknown	callset;inv_properties	inverted	direct	1	moderate	4	1	3	1	inverted	inverted	inverted	collinear	discordant[0.75]:chimp-,gorilla-,orangutan-,macaque+	0.5	0.5	NA	1	high	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:143808752-143818413	chr7	143808752	143818413	chr7-143808753-INV-9661	unknown	callset;inv_properties	inverted	direct	1	moderate	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.32	0.68	False				gold_t2t_apes	1	moderate
chr7:144254564-144256766	chr7	144254564	144256766	chr7-144254565-INV-2203	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.69	0.31	True				gold_t2t_apes	1	high
chr7:144254792-144296183	chr7	144254792	144296183	chr7-144244275-INV-62426	unknown	callset	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	NA	NA	NA				synteny		
chr7:152402450-152407535	chr7	152402450	152407535	chr7-152402451-INV-5086	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	0	moderate	strandseq_parsimony	gold_strandseq		
chr8:2343351-2378385	chr8	2343351	2378385	chr8-2340295-INV-42058	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	1	3	1	collinear	inverted	inverted	inverted	discordant[0.75]:chimp+,gorilla-,orangutan-,macaque-	0.51	0.49	True	1	high	strandseq_parsimony	gold_t2t_apes	1	moderate
chr8:6297862-6299768	chr8	6297862	6299768	chr8-6297004-INV-3624	unknown	callset	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	NA	NA	NA				synteny		
chr8:7301024-12598379	chr8	7301024	12598379	chr8-7301025-INV-5297356	recurrent	callset;inv_properties	inverted	direct	1	high	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	0.5	0.5	NA	1	high	deepOG[Rev Or, Ma, Mo]	gold_t2t_apes	1	high
chr8:12369152-12394133	chr8	12369152	12394133	chr8-12369153-INV-24982	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.24	0.24	True	0	low	strandseq_parsimony	synteny		
chr8:43237792-43241899	chr8	43237792	43241899	chr8-43237793-INV-4108	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	0	low	strandseq_parsimony	synteny	1	low
chr8:85728658-85741892	chr8	85728658	85741892	chr8-85728659-INV-13234	unknown	callset;inv_properties	inverted	direct	1	low	4	1	3	1	inverted	inverted	inverted	collinear	discordant[0.75]:chimp-,gorilla-,orangutan-,macaque+	0.61	0.39	True				synteny	1	low
chr8:85741974-85762792	chr8	85741974	85762792	chr8-85741975-INV-20818	unknown	callset;inv_properties	inverted	direct	1	moderate	4	1	3	1	inverted	inverted	collinear	inverted	discordant[0.75]:chimp-,gorilla-,orangutan+,macaque-	0.43	0.57	False				synteny	1	low
chr8:85769984-85821716	chr8	85769984	85821716	chr8-85769985-INV-51732	unknown	callset;inv_properties	inverted	direct	1	moderate	4	2	2	1	inverted	collinear	collinear	inverted	discordant[0.50]:chimp-,gorilla+,orangutan+,macaque-	0.19	0.81	False				synteny	1	low
chr8:102423403-102423638	chr8	102423403	102423638	chr8-102423262-INV-520	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.31	0.31	True				synteny		
chr8:102880337-102881094	chr8	102880337	102881094	chr8-102880338-INV-757	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.03	True				synteny		
chr8:121334797-121417882	chr8	121334797	121417882	chr8-121308011-INV-25037	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr9:12004038-12074552	chr9	12004038	12074552	chr9-12016541-INV-55306	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.98	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr9:30952354-30956484	chr9	30952354	30956484	chr9-30951702-INV-5595	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.98	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr9:38773640-42796744	chr9	38773640	42796744	chr9-38773641-INV-4023105	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.97	True				gold_t2t_apes	1	high
chr9:64028785-64068456	chr9	64028785	64068456	chr9-64028786-INV-39671	unknown	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.98	0.98	False				synteny	1	low
chr9:85797070-85801040	chr9	85797070	85801040	chr9-85796067-INV-6026	single-event	callset;inv_properties	inverted	direct	1	moderate	4	2	2	1	collinear	inverted	collinear	inverted	discordant[0.50]:chimp+,gorilla-,orangutan+,macaque-	0.01	0.99	False	0	low	strandseq_parsimony	synteny	1	low
chr9:87942696-88110274	chr9	87942696	88110274	chr9-87942698-INV-167577	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True	1	high	strandseq_parsimony	gold_strandseq		
chr9:91958957-91959591	chr9	91958957	91959591	chr9-91958952-INV-763	unknown	callset;inv_properties	inverted	direct	1	moderate	3	3	0	0	collinear	collinear	collinear	NA	congruent[1.00]:chimp+,gorilla+,orangutan+	0.09	0.91	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr9:102565838-102570277	chr9	102565838	102570277	chr9-102565835-INV-4446	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.07	0.07	True				synteny		
chr9:113111686-113112886	chr9	113111686	113112886	chr9-113105213-INV-14149	unknown	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.6	0.6	False				synteny	1	low
chr9:123979106-123991038	chr9	123979106	123991038	chr9-123976301-INV-18001	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.52	0.48	True	1	high	strandseq_parsimony	gold_strandseq		
chr9:129425466-129443855	chr9	129425466	129443855	chr9-129425467-INV-18390	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chrX:93514-134755	chrX	93514	134755	chrX-93515-INV-41242	unknown	callset	inverted	direct	1	moderate	1	0	1	0	NA	inverted	NA	NA	congruent[1.00]:gorilla-	NA	NA	NA				synteny		
chrX:6219005-6220343	chrX	6219005	6220343	chrX-6219014-INV-1337	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.51	0.49	True				synteny		
chrX:14711416-14713197	chrX	14711416	14713197	chrX-14711418-INV-1780	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.03	True				synteny		
chrX:26782034-26792662	chrX	26782034	26792662	chrX-26782040-INV-11189	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chrX:45689038-45691227	chrX	45689038	45691227	chrX-45687777-INV-4877	unknown	callset;inv_properties	direct	inverted	0	high	1	1	0	0	NA	collinear	NA	NA	congruent[1.00]:gorilla+	0.02	0.02	True	0	low	strandseq_parsimony	synteny		
chrX:48396314-48399110	chrX	48396314	48399110	chrX-48395426-INV-4575	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.31	0.69	False				synteny		
chrX:51692963-51700363	chrX	51692963	51700363	chrX-51667498-INV-58316	unknown	callset;inv_properties	inverted	direct	1	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.68	0.32	False	1	high	strandseq_parsimony	gold_strandseq	1	low
chrX:52077120-52176974	chrX	52077120	52176974	chrX-52040360-INV-173922	recurrent	callset;inv_properties	direct	inverted	0	moderate	4	2	2	1	inverted	collinear	inverted	collinear	discordant[0.50]:chimp-,gorilla+,orangutan-,macaque+	0.36	0.36	True	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:52502274-52510614	chrX	52502274	52510614	chrX-52492352-INV-19975	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.78	0.78	False		recurrent	strandseq_parsimony	recurrent_strandseq		
chrX:52921572-52934581	chrX	52921572	52934581	chrX-52880292-INV-93962	unknown	callset;inv_properties	direct	inverted	0	moderate	3	1	2	1	inverted	NA	inverted	collinear	discordant[0.33]:chimp-,orangutan-,macaque+	0.61	0.61	False	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:55480141-55493063	chrX	55480141	55493063	chrX-55480174-INV-12894	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.44	0.44	True		recurrent	strandseq_parsimony	recurrent_strandseq		
chrX:58621523-62370519	chrX	58621523	62370519	chrX-58621524-INV-3748997	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chrX:63185600-63193343	chrX	63185600	63193343	chrX-63182245-INV-13735	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.4	0.4	True		recurrent	strandseq_parsimony	recurrent_strandseq	1	low
chrX:71702806-71778386	chrX	71702806	71778386	chrX-71702807-INV-75580	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.41	0.41	True				synteny		
chrX:72997772-73077479	chrX	72997772	73077479	chrX-72996081-INV-91407	recurrent	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.2	0.2	True	1	low	strandseq_parsimony	synteny	1	low
chrX:76146153-76148949	chrX	76146153	76148949	chrX-76141867-INV-11379	unknown	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	collinear	inverted	inverted	discordant[0.75]:chimp-,gorilla+,orangutan-,macaque-	0.52	0.48	True				synteny		
chrX:95091181-95138752	chrX	95091181	95138752	chrX-95091182-INV-47572	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chrX:101602193-101611599	chrX	101602193	101611599	chrX-101597550-INV-18696	unknown	callset;inv_properties	inverted	direct	1	low	4	1	3	1	inverted	inverted	inverted	collinear	discordant[0.75]:chimp-,gorilla-,orangutan-,macaque+	0.59	0.41	True	1	low	strandseq_parsimony	synteny		
chrX:102338170-102348934	chrX	102338170	102348934	chrX-102317111-INV-52896	unknown	callset;inv_properties	inverted	direct	1	low	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	0.56	0.44	True	0	low	strandseq_parsimony	synteny		
chrX:103989434-104049428	chrX	103989434	104049428	chrX-103954976-INV-128112	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.63	0.37	False	1	moderate	strandseq_parsimony	gold_strandseq		
chrX:106266279-106275333	chrX	106266279	106275333	chrX-106266349-INV-33658	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.39	0.39	True				synteny		
chrX:112504686-112516959	chrX	112504686	112516959	chrX-112504687-INV-12274	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chrX:115725823-115730973	chrX	115725823	115730973	chrX-115725824-INV-5151	unknown	callset	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA				synteny		
chrX:120087101-120149199	chrX	120087101	120149199	chrX-120080219-INV-75364	unknown	callset;inv_properties	direct	inverted	0	moderate	4	2	2	1	inverted	inverted	collinear	collinear	discordant[0.50]:chimp-,gorilla-,orangutan+,macaque+	0.25	0.25	True	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:135165183-135207322	chrX	135165183	135207322	chrX-135116507-INV-139642	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.4	0.4	True				recurrent_t2t_apes	1	recurrent
chrX:135623647-135665679	chrX	135623647	135665679	chrX-135619381-INV-52316	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.06	0.06	True	1	low	strandseq_parsimony	synteny		
chrX:135734732-135748584	chrX	135734732	135748584	chrX-135733567-INV-16180	unknown	callset;inv_properties	direct	inverted	0	low	4	2	2	1	inverted	inverted	collinear	collinear	discordant[0.50]:chimp-,gorilla-,orangutan+,macaque+	0.22	0.22	True	1	low	strandseq_parsimony	synteny	1	low
chrX:135765135-135776630	chrX	135765135	135776630	chrX-135718085-INV-149049	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.9	0.9	False				synteny	1	low
chrX:135765867-135794758	chrX	135765867	135794758	chrX-135765868-INV-28891	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.5	0.5	NA				synteny	1	low
chrX:141110160-141232877	chrX	141110160	141232877	chrX-141110161-INV-122718	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.11	0.11	True				synteny	1	low
chrX:141242121-141479853	chrX	141242121	141479853	chrX-141242122-INV-237733	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chrX:141585256-141589189	chrX	141585256	141589189	chrX-141573056-INV-28779	unknown	callset;inv_properties	direct	inverted	0	low	3	2	1	1	collinear	collinear	inverted	NA	discordant[0.67]:chimp+,gorilla+,orangutan-	0.36	0.36	True				synteny		
chrX:141601876-141686290	chrX	141601876	141686290	chrX-141585258-invDup-102910	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	0	moderate	strandseq_parsimony	gold_strandseq		
chrX:149599490-149655967	chrX	149599490	149655967	chrX-149599491-INV-56477	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	2	2	1	inverted	collinear	collinear	inverted	discordant[0.50]:chimp-,gorilla+,orangutan+,macaque-	0.08	0.92	False	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:149681035-149722249	chrX	149681035	149722249	chrX-149654273-INV-94882	recurrent	callset;inv_properties	direct	inverted	0	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.61	0.61	False		recurrent	strandseq_parsimony	recurrent_strandseq	1	recurrent
chrX:149747302-149768782	chrX	149747302	149768782	chrX-149747303-INV-21480	unknown	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.25]:chimp+,gorilla+,orangutan+,macaque-	0.08	0.92	False		recurrent	strandseq_parsimony	recurrent_strandseq	1	low
chrX:152729753-152738707	chrX	152729753	152738707	chrX-152678163-INV-111649	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.25]:chimp+,gorilla+,orangutan+,macaque-	0.4	0.6	False				recurrent_t2t_apes	1	recurrent
chrX:153074418-153075612	chrX	153074418	153075612	chrX-153066070-INV-17879	unknown	callset;inv_properties	direct	inverted	0	moderate	4	2	2	1	collinear	inverted	collinear	inverted	discordant[0.50]:chimp+,gorilla-,orangutan+,macaque-	0.49	0.49	False	0	moderate	strandseq_parsimony	gold_strandseq		
chrX:153149748-153250226	chrX	153149748	153250226	chrX-153067814-INV-226118	recurrent	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.6	0.6	False	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:154347246-154384867	chrX	154347246	154384867	chrX-154339398-INV-53354	recurrent	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.44	0.44	True	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:154549470-154555683	chrX	154549470	154555683	chrX-154549471-INV-6214	unknown	callset	direct	inverted	0	low	4	2	2	1	inverted	collinear	collinear	inverted	discordant[0.50]:chimp-,gorilla+,orangutan+,macaque-	NA	NA	NA				synteny		
chrX:154591327-154613096	chrX	154591327	154613096	chrX-154555919-INV-93915	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.25]:chimp+,gorilla+,orangutan+,macaque-	0.43	0.57	False	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chrX:155386727-155453982	chrX	155386727	155453982	chrX-155366835-INV-100636	recurrent	callset;inv_properties	direct	inverted	0	moderate	4	2	2	1	collinear	inverted	inverted	collinear	discordant[0.50]:chimp+,gorilla-,orangutan-,macaque+	0.15	0.15	True		recurrent	strandseq_parsimony	recurrent_strandseq	1	recurrent
chrX:155708209-156030894	chrX	155708209	156030894	chrX-155708210-INV-322686	unknown	callset	direct	inverted	0	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chrY:6243097-6340647	chrY	6243097	6340647	chrY-6243098-INV-97551	unknown	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.47	0.47	True				synteny		
chrY:6452942-9763793	chrY	6452942	9763793	chrY-6452943-INV-3310852	unknown	callset;inv_properties	direct	inverted	0	low	4	2	2	1	collinear	inverted	inverted	collinear	discordant[0.50]:chimp+,gorilla-,orangutan-,macaque+	0.1	0.1	True				recurrent_t2t_apes	1	recurrent
chrY:9797298-9817138	chrY	9797298	9817138	chrY-9797299-INV-19841	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.43	0.43	True				synteny		
chrY:10367644-10419983	chrY	10367644	10419983	chrY-10367645-INV-52339	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.13	0.13	True				synteny		
chrY:14019657-14023071	chrY	14019657	14023071	chrY-14014802-INV-12509	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.67	0.67	False				recurrent_t2t_apes	1	recurrent
chrY:15883580-15896218	chrY	15883580	15896218	chrY-15874908-INV-30002	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.23	0.23	True				recurrent_t2t_apes	1	recurrent
chrY:16269646-16315779	chrY	16269646	16315779	chrY-16256794-INV-67832	unknown	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.37	0.37	True				recurrent_t2t_apes	1	recurrent
