Inversion	Category	K_Total	K_GBJ	K_GLS	P_GBJ	T_GLS	P_GLS	Direction	Method	Shrinkage	Lambda	N_Individuals	Z_Cap	GBJ_Draws	Dropped	Phenotypes	Phenotypes_GLS	Q_GBJ	Q_GLS
chr21-13992018-INV-65632	Cardiovascular	55	55	55	0.05818836233	-1.14097986	0.2538783044	decrease	fast_phi	ridge	0.05	351824		5000		Abnormal_electrocardiogram_ECG_EKG;Abnormalities_of_heart_beat;Aneurysm_or_ectasia;Atherosclerosis_ASCVD;Cardiac_arrhythmia_and_conduction_disorders;Cerebral_infarction_Ischemic_stroke;Embolism_and_thrombosis;Endocarditis;Heart_failure;Hemorrhage_NOS;Hemorrhagic_stroke;Hemorrhoids;Hypertensive_crisis;Hypertensive_heart_disease;Inflammation_of_the_heart_Carditis;Ischemic_cardiomyopathy;Ischemic_heart_disease;Long_QT_syndrome;Myocardial_infarction_Heart_attack;Nontraumatic_Intracranial_hemorrhage;Occlusion_and_stenosis_of_cerebral_arteries;Other_cerebrovascular_disease;Other_diseases_of_pericardium;Other_disorders_of_arteries_and_arterioles;Other_disorders_of_the_circulatory_system;Palpitations;Paroxysmal_atrial_fibrillation;Paroxysmal_tachycardia;Pericardial_effusion_noninflammatory;Peripheral_vascular_disease;Peripheral_vascular_disease_NOS_includes_PAD;Persistent_atrial_fibrillation;Phlebitis_and_thrombophlebitis;Premature_depolarization_Premature_beats;Primary_pulmonary_hypertension;Pulmonary_embolism;Pulmonary_heart_disease;Pulmonary_hypertension;Raynauds_syndrome;Rheumatic_fever_and_chronic_rheumatic_heart_diseases;Rheumatic_heart_disease;Secondary_hypertension;Sinoatrial_node_dysfunction;Stroke;Stroke_and_transient_cerebral_ischemic_attacks;Supraventricular_tachycardia;Systolic_heart_failure;Tachycardia;Transient_cerebral_ischemic_attack_TIA;Varicose_veins;Varicose_veins_of_lower_extremities;Venous_insufficiency;Venous_thromboembolism;Ventricular_premature_depolarization;Ventricular_tachycardia	Abnormal_electrocardiogram_ECG_EKG;Abnormalities_of_heart_beat;Aneurysm_or_ectasia;Atherosclerosis_ASCVD;Cardiac_arrhythmia_and_conduction_disorders;Cerebral_infarction_Ischemic_stroke;Embolism_and_thrombosis;Endocarditis;Heart_failure;Hemorrhage_NOS;Hemorrhagic_stroke;Hemorrhoids;Hypertensive_crisis;Hypertensive_heart_disease;Inflammation_of_the_heart_Carditis;Ischemic_cardiomyopathy;Ischemic_heart_disease;Long_QT_syndrome;Myocardial_infarction_Heart_attack;Nontraumatic_Intracranial_hemorrhage;Occlusion_and_stenosis_of_cerebral_arteries;Other_cerebrovascular_disease;Other_diseases_of_pericardium;Other_disorders_of_arteries_and_arterioles;Other_disorders_of_the_circulatory_system;Palpitations;Paroxysmal_atrial_fibrillation;Paroxysmal_tachycardia;Pericardial_effusion_noninflammatory;Peripheral_vascular_disease;Peripheral_vascular_disease_NOS_includes_PAD;Persistent_atrial_fibrillation;Phlebitis_and_thrombophlebitis;Premature_depolarization_Premature_beats;Primary_pulmonary_hypertension;Pulmonary_embolism;Pulmonary_heart_disease;Pulmonary_hypertension;Raynauds_syndrome;Rheumatic_fever_and_chronic_rheumatic_heart_diseases;Rheumatic_heart_disease;Secondary_hypertension;Sinoatrial_node_dysfunction;Stroke;Stroke_and_transient_cerebral_ischemic_attacks;Supraventricular_tachycardia;Systolic_heart_failure;Tachycardia;Transient_cerebral_ischemic_attack_TIA;Varicose_veins;Varicose_veins_of_lower_extremities;Venous_insufficiency;Venous_thromboembolism;Ventricular_premature_depolarization;Ventricular_tachycardia	0.3126874625	0.5440249379
chr21-13992018-INV-65632	Sense organs	53	53	53	0.06598680264	0.4768326266	0.6334813108	increase	fast_phi	ridge	0.05	381814		5000		Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	0.3126874625	0.7918516385
chr21-13992018-INV-65632	Gastrointestinal	77	77	77	0.08338332334	-1.404452837	0.1601840464	decrease	fast_phi	ridge	0.05	374300		5000		Abnormal_findings_on_diagnostic_imaging_of_the_digestive_tract;Abnormality_of_the_peritoneum;Aphagia_and_dysphagia;Appendicitis;Atrophic_gastritis;Blood_in_stool;Chronic_liver_disease;Constipation;Diaphragmatic_hernia;Diarrhea;Disease_of_anus_and_rectum;Diseases_of_esophagus;Diseases_of_lips;Diseases_of_salivary_glands;Diseases_of_teeth_and_supporting_structures;Diseases_of_the_pancreas;Disorders_of_the_gallbladder;Diverticular_disease_Bowel_diverticulosis;Duodenal_ulcer;Duodenitis;Esophageal_obstruction_Stricture_and_stenosis_of_esophagus;Fecal_incontinence_and_encopresis;Flatulence_eructation_and_gas_pain;Functional_dyspepsia;Functional_intestinal_disorder;Gastric_ulcer;Gastro_esophageal_reflux_disease_GERD;Gastrointestinal_hemorrhage;Gastrointestinal_inflammation;Gastrointestinal_obstruction;Gingivitis;Heartburn;Hematemesis;Hemorrhage_of_rectum_and_anus;Hepatic_failure;Hepatitis;Hernia;Ileus;Inflammatory_bowel_disease;Inguinal_hernia;Intestinal_fistula;Intestinal_infection;Intestinal_infection_due_to_C._difficile;Intestinal_malabsorption;Intestinal_obstruction;Intestinal_perforation;Irritable_bowel_syndrome;Lesions_of_mouth;Loss_of_teeth_and_edentulism;Nausea;Nausea_and_vomiting;Nonspecific_abnormal_findings_in_stool_contents;Nonspecific_abnormal_results_of_function_study_of_liver;Other_digestive_system_symptoms_and_diseases;Other_diseases_of_biliary_tract;Other_diseases_of_stomach_and_duodenum;Other_disorders_of_liver;Other_disorders_of_the_intestines;Pancreatitis;Paralytic_ileus;Peptic_ulcer;Periapical_abscess;Periodontal_diseases;Periodontitis;Peritonitis;Portal_hypertension;Pulpitis;Recurrent_oral_aphthae_Recurrent_aphthous_stomatitis;Stomatitis;Symptoms_involving_digestive_system;Ulceration_of_the_lower_GI_tract;Ulcerative_colitis;Umbilical_hernia;Vascular_disorders_of_intestine;Ventral_hernia;Viral_enteritis;Vomiting	Abnormal_findings_on_diagnostic_imaging_of_the_digestive_tract;Abnormality_of_the_peritoneum;Aphagia_and_dysphagia;Appendicitis;Atrophic_gastritis;Blood_in_stool;Chronic_liver_disease;Constipation;Diaphragmatic_hernia;Diarrhea;Disease_of_anus_and_rectum;Diseases_of_esophagus;Diseases_of_lips;Diseases_of_salivary_glands;Diseases_of_teeth_and_supporting_structures;Diseases_of_the_pancreas;Disorders_of_the_gallbladder;Diverticular_disease_Bowel_diverticulosis;Duodenal_ulcer;Duodenitis;Esophageal_obstruction_Stricture_and_stenosis_of_esophagus;Fecal_incontinence_and_encopresis;Flatulence_eructation_and_gas_pain;Functional_dyspepsia;Functional_intestinal_disorder;Gastric_ulcer;Gastro_esophageal_reflux_disease_GERD;Gastrointestinal_hemorrhage;Gastrointestinal_inflammation;Gastrointestinal_obstruction;Gingivitis;Heartburn;Hematemesis;Hemorrhage_of_rectum_and_anus;Hepatic_failure;Hepatitis;Hernia;Ileus;Inflammatory_bowel_disease;Inguinal_hernia;Intestinal_fistula;Intestinal_infection;Intestinal_infection_due_to_C._difficile;Intestinal_malabsorption;Intestinal_obstruction;Intestinal_perforation;Irritable_bowel_syndrome;Lesions_of_mouth;Loss_of_teeth_and_edentulism;Nausea;Nausea_and_vomiting;Nonspecific_abnormal_findings_in_stool_contents;Nonspecific_abnormal_results_of_function_study_of_liver;Other_digestive_system_symptoms_and_diseases;Other_diseases_of_biliary_tract;Other_diseases_of_stomach_and_duodenum;Other_disorders_of_liver;Other_disorders_of_the_intestines;Pancreatitis;Paralytic_ileus;Peptic_ulcer;Periapical_abscess;Periodontal_diseases;Periodontitis;Peritonitis;Portal_hypertension;Pulpitis;Recurrent_oral_aphthae_Recurrent_aphthous_stomatitis;Stomatitis;Symptoms_involving_digestive_system;Ulceration_of_the_lower_GI_tract;Ulcerative_colitis;Umbilical_hernia;Vascular_disorders_of_intestine;Ventral_hernia;Viral_enteritis;Vomiting	0.3126874625	0.4805521393
chr17-45585160-INV-706887	Blood/Immune	20	20	20	0.2955408918	-1.966420315	0.04925007872	decrease	fast_phi	ridge	0.05	382219		5000		Abnormality_of_the_lymph_nodes;Anemia;Autoimmune_disease;Coagulation_defects_purpura_and_other_hemorrhagic_conditions;Decreased_white_blood_cell_count;Hypo_coagulability;Immunodeficiencies;Immunodeficiency_NOS;Iron_deficiency_anemia;Iron_deficiency_anemia_secondary_to_blood_loss;Lymphadenitis;Macrocytic_anemia;Megaloblastic_anemia;Microcytic_anemia;Neutropenia;Pancytopenia;Platelet_defects;Secondary_thrombocytopenia;Thrombocytopenia;Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	Abnormality_of_the_lymph_nodes;Anemia;Autoimmune_disease;Coagulation_defects_purpura_and_other_hemorrhagic_conditions;Decreased_white_blood_cell_count;Hypo_coagulability;Immunodeficiencies;Immunodeficiency_NOS;Iron_deficiency_anemia;Iron_deficiency_anemia_secondary_to_blood_loss;Lymphadenitis;Macrocytic_anemia;Megaloblastic_anemia;Microcytic_anemia;Neutropenia;Pancytopenia;Platelet_defects;Secondary_thrombocytopenia;Thrombocytopenia;Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	0.3410087213	0.1231251968
chr21-13992018-INV-65632	Respiratory	43	43	43	0.1187762448	-1.636791381	0.1016740673	decrease	fast_phi	ridge	0.05	378969		5000		Abnormalities_of_breathing;Acute_upper_respiratory_infection;Asthma;Chronic_sinusitis;Cough;Deviated_nasal_septum;Diseases_of_vocal_cords_and_larynx_not_elsewhere_classified;Disorders_of_diaphragm;Dysphonia;Epistaxis;Hemorrhage_from_respiratory_passages;Hypertrophy_of_nasal_turbinates;Hypertrophy_of_tonsils_and_adenoids;Hypoxemia;Laryngitis_and_tracheitis;Lobar_pneumonia;Nasal_congestion;Nasal_polyps;Nasopharyngitis;Obesity_hypoventilation_syndrome_OHS;Orthopnea;Other_disorders_of_nose_and_nasal_sinuses;Other_respiratory_disorders;Other_symptoms_and_disorders_of_the_respiratory_system;Pharyngitis;Pleurisy;Pneumonia;Pneumothorax_and_air_leak;Postnasal_drip;Pulmonary_collapse_Atelectasis;Pulmonary_edema;Pulmonary_insufficiency_and_acute_respiratory_distress_syndrome;Pulmonary_tuberculosis;Respiratory_failure;Sinusitis;Snoring;Solitary_pulmonary_nodule;Streptococcal_tonsillitispharyngitis;Tachypnea;Tonsillitis_and_adenoiditis;Viral_pneumonia;Voice_disturbance;Wheezing	Abnormalities_of_breathing;Acute_upper_respiratory_infection;Asthma;Chronic_sinusitis;Cough;Deviated_nasal_septum;Diseases_of_vocal_cords_and_larynx_not_elsewhere_classified;Disorders_of_diaphragm;Dysphonia;Epistaxis;Hemorrhage_from_respiratory_passages;Hypertrophy_of_nasal_turbinates;Hypertrophy_of_tonsils_and_adenoids;Hypoxemia;Laryngitis_and_tracheitis;Lobar_pneumonia;Nasal_congestion;Nasal_polyps;Nasopharyngitis;Obesity_hypoventilation_syndrome_OHS;Orthopnea;Other_disorders_of_nose_and_nasal_sinuses;Other_respiratory_disorders;Other_symptoms_and_disorders_of_the_respiratory_system;Pharyngitis;Pleurisy;Pneumonia;Pneumothorax_and_air_leak;Postnasal_drip;Pulmonary_collapse_Atelectasis;Pulmonary_edema;Pulmonary_insufficiency_and_acute_respiratory_distress_syndrome;Pulmonary_tuberculosis;Respiratory_failure;Sinusitis;Snoring;Solitary_pulmonary_nodule;Streptococcal_tonsillitispharyngitis;Tachypnea;Tonsillitis_and_adenoiditis;Viral_pneumonia;Voice_disturbance;Wheezing	0.3563287343	0.3812777524
chr12-46897663-INV-16289	Congenital	3	3	3	0.3375324935	0.5923067601	0.55364519	increase	fast_phi	ridge	0.05	380618		5000		Congenital_anomalies_of_the_heart;Congenital_malformations_of_circulatory_system_other_than_heart;Congenital_malformations_of_the_urinary_system	Congenital_anomalies_of_the_heart;Congenital_malformations_of_circulatory_system_other_than_heart;Congenital_malformations_of_the_urinary_system	0.3894605694	0.55364519
chr6-76111919-INV-44661	Congenital	3	3	3	0.1447710458	1.268470632	0.2046299318	increase	fast_phi	ridge	0.05	380618		5000		Congenital_anomalies_of_the_heart;Congenital_malformations_of_circulatory_system_other_than_heart;Congenital_malformations_of_the_urinary_system	Congenital_anomalies_of_the_heart;Congenital_malformations_of_circulatory_system_other_than_heart;Congenital_malformations_of_the_urinary_system	0.4343131374	0.740464871
chr6-76111919-INV-44661	Sense organs	53	53	53	0.175164967	-1.045492683	0.2957953208	decrease	fast_phi	ridge	0.05	381814		5000		Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	0.4379124175	0.740464871
chr7-57835189-INV-284465	Gastrointestinal	75	75	75	0.0525894821	-2.812408154	0.00491720642	decrease	fast_phi	ridge	0.05	374300		5000		Abnormal_findings_on_diagnostic_imaging_of_the_digestive_tract;Abnormality_of_the_peritoneum;Aphagia_and_dysphagia;Appendicitis;Atrophic_gastritis;Blood_in_stool;Chronic_liver_disease;Constipation;Diaphragmatic_hernia;Diarrhea;Disease_of_anus_and_rectum;Diseases_of_esophagus;Diseases_of_lips;Diseases_of_salivary_glands;Diseases_of_teeth_and_supporting_structures;Diseases_of_the_pancreas;Disorders_of_the_gallbladder;Diverticular_disease_Bowel_diverticulosis;Duodenal_ulcer;Duodenitis;Esophageal_obstruction_Stricture_and_stenosis_of_esophagus;Fecal_incontinence_and_encopresis;Flatulence_eructation_and_gas_pain;Functional_dyspepsia;Functional_intestinal_disorder;Gastric_ulcer;Gastro_esophageal_reflux_disease_GERD;Gastrointestinal_hemorrhage;Gastrointestinal_inflammation;Gastrointestinal_obstruction;Gingivitis;Heartburn;Hematemesis;Hemorrhage_of_rectum_and_anus;Hepatic_failure;Hepatitis;Hernia;Ileus;Inflammatory_bowel_disease;Inguinal_hernia;Intestinal_fistula;Intestinal_infection;Intestinal_infection_due_to_C._difficile;Intestinal_malabsorption;Intestinal_obstruction;Intestinal_perforation;Irritable_bowel_syndrome;Lesions_of_mouth;Loss_of_teeth_and_edentulism;Nausea;Nausea_and_vomiting;Nonspecific_abnormal_findings_in_stool_contents;Nonspecific_abnormal_results_of_function_study_of_liver;Other_digestive_system_symptoms_and_diseases;Other_diseases_of_biliary_tract;Other_diseases_of_stomach_and_duodenum;Other_disorders_of_liver;Other_disorders_of_the_intestines;Pancreatitis;Peptic_ulcer;Periapical_abscess;Periodontal_diseases;Periodontitis;Peritonitis;Portal_hypertension;Pulpitis;Stomatitis;Symptoms_involving_digestive_system;Ulceration_of_the_lower_GI_tract;Ulcerative_colitis;Umbilical_hernia;Vascular_disorders_of_intestine;Ventral_hernia;Viral_enteritis;Vomiting	Abnormal_findings_on_diagnostic_imaging_of_the_digestive_tract;Abnormality_of_the_peritoneum;Aphagia_and_dysphagia;Appendicitis;Atrophic_gastritis;Blood_in_stool;Chronic_liver_disease;Constipation;Diaphragmatic_hernia;Diarrhea;Disease_of_anus_and_rectum;Diseases_of_esophagus;Diseases_of_lips;Diseases_of_salivary_glands;Diseases_of_teeth_and_supporting_structures;Diseases_of_the_pancreas;Disorders_of_the_gallbladder;Diverticular_disease_Bowel_diverticulosis;Duodenal_ulcer;Duodenitis;Esophageal_obstruction_Stricture_and_stenosis_of_esophagus;Fecal_incontinence_and_encopresis;Flatulence_eructation_and_gas_pain;Functional_dyspepsia;Functional_intestinal_disorder;Gastric_ulcer;Gastro_esophageal_reflux_disease_GERD;Gastrointestinal_hemorrhage;Gastrointestinal_inflammation;Gastrointestinal_obstruction;Gingivitis;Heartburn;Hematemesis;Hemorrhage_of_rectum_and_anus;Hepatic_failure;Hepatitis;Hernia;Ileus;Inflammatory_bowel_disease;Inguinal_hernia;Intestinal_fistula;Intestinal_infection;Intestinal_infection_due_to_C._difficile;Intestinal_malabsorption;Intestinal_obstruction;Intestinal_perforation;Irritable_bowel_syndrome;Lesions_of_mouth;Loss_of_teeth_and_edentulism;Nausea;Nausea_and_vomiting;Nonspecific_abnormal_findings_in_stool_contents;Nonspecific_abnormal_results_of_function_study_of_liver;Other_digestive_system_symptoms_and_diseases;Other_diseases_of_biliary_tract;Other_diseases_of_stomach_and_duodenum;Other_disorders_of_liver;Other_disorders_of_the_intestines;Pancreatitis;Peptic_ulcer;Periapical_abscess;Periodontal_diseases;Periodontitis;Peritonitis;Portal_hypertension;Pulpitis;Stomatitis;Symptoms_involving_digestive_system;Ulceration_of_the_lower_GI_tract;Ulcerative_colitis;Umbilical_hernia;Vascular_disorders_of_intestine;Ventral_hernia;Viral_enteritis;Vomiting	0.4386622675	0.0737580963
chr7-57835189-INV-284465	Neoplasms	28	28	28	0.07858428314	-1.867609511	0.06181651975	decrease	fast_phi	ridge	0.05	382742		5000		Abnormal_mammogram;Benign_neoplasm_of_the_breast;Benign_neoplasm_of_the_digestive_organs;Benign_neoplasm_of_the_head_and_neck;Benign_neoplasm_of_the_skin;Benign_sarcoma_related_cancers;Cancer_solid_tumor_excluding_BCC;Hemo_onc_by_cell_of_origin;Keratinocyte_carcinoma;Leiomyoma_of_uterus;Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam;Malignant_neoplasm_of_external_female_genital_organs_and_cervix;Malignant_neoplasm_of_other_and_ill_defined_sites;Malignant_neoplasm_of_the_breast;Malignant_neoplasm_of_the_breast_female;Malignant_neoplasm_of_the_cervix;Malignant_neoplasm_of_the_digestive_organs;Malignant_neoplasm_of_the_endocrine_glands;Malignant_neoplasm_of_the_eye_brain_and_other_parts_of_central_nervous_system;Malignant_neoplasm_of_the_head_and_neck;Malignant_neoplasm_of_the_thoracic_and_respiratory_organs;Malignant_neoplasm_of_the_urinary_tract;Malignant_sarcoma_related_cancers;Mammographic_microcalcification;Melanocytic_nevi;Neuroendocrine_tumors;Secondary_malignant_neoplasm;Sequelae_of_cancer	Abnormal_mammogram;Benign_neoplasm_of_the_breast;Benign_neoplasm_of_the_digestive_organs;Benign_neoplasm_of_the_head_and_neck;Benign_neoplasm_of_the_skin;Benign_sarcoma_related_cancers;Cancer_solid_tumor_excluding_BCC;Hemo_onc_by_cell_of_origin;Keratinocyte_carcinoma;Leiomyoma_of_uterus;Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam;Malignant_neoplasm_of_external_female_genital_organs_and_cervix;Malignant_neoplasm_of_other_and_ill_defined_sites;Malignant_neoplasm_of_the_breast;Malignant_neoplasm_of_the_breast_female;Malignant_neoplasm_of_the_cervix;Malignant_neoplasm_of_the_digestive_organs;Malignant_neoplasm_of_the_endocrine_glands;Malignant_neoplasm_of_the_eye_brain_and_other_parts_of_central_nervous_system;Malignant_neoplasm_of_the_head_and_neck;Malignant_neoplasm_of_the_thoracic_and_respiratory_organs;Malignant_neoplasm_of_the_urinary_tract;Malignant_sarcoma_related_cancers;Mammographic_microcalcification;Melanocytic_nevi;Neuroendocrine_tumors;Secondary_malignant_neoplasm;Sequelae_of_cancer	0.4386622675	0.4636238981
