Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Edema_of_eyelid	0.9131220154560555	0.7142857143	0.7142857143	258807	1119	257688	-0.02279797411	0.977459936	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258807	1119	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Fibrosis_and_cirrhosis_of_liver	0.9131220154560555	0.7150827018	0.7150827018	202834	6235	196599	-0.009190476568	0.9908516268	TRUE	lrt_mle	0.943,1.041	lrt_quadratic	two	True	0.9431443137531819	1.0409721311738214	FALSE	TRUE	FALSE	mle	202834	6235	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7150827018	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.943,1.041	0.9431443137531819	1.0409721311738214
Circumscribed_scleroderma	0.9131220154560555	0.7152847153	0.7152847153	232520	2059	230461	-0.01492558826	0.9851852462	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	232520	2059	230461	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
High_risk_sexual_behavior	0.9131220154560555	0.7158583154	0.7158583154	242264	3179	239085	0.01345681868	1.013547769	TRUE	lrt_mle	0.943,1.090	lrt_quadratic	two	True	0.9427051436269345	1.0897140928357238	FALSE	TRUE	FALSE	mle	242264	3179	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7158583154	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.943,1.090	0.9427051436269345	1.0897140928357238
Bleeding_in_pregnancy	0.9131220154560555	0.7182817183	0.7182817183	366131	7252	358879	-0.008391033502	0.991644073	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	214330	7249	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Acute_gastritis	0.9131220154560555	0.7193915964	0.7193915964	200840	4241	196599	0.01104125676	1.011102436	TRUE	lrt_mle	0.952,1.074	lrt_quadratic	two	True	0.95199742442663	1.0738769986685428	FALSE	TRUE	FALSE	mle	200840	4241	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7193915964	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.952,1.074	0.95199742442663	1.0738769986685428
Conduct_disorders	0.9131220154560555	0.7197055262	0.7197055262	240313	1228	239085	-0.02066800539	0.979544114	TRUE	lrt_mle	0.875,1.097	lrt_quadratic	two	True	0.8749823193354891	1.0966012112333023	FALSE	TRUE	FALSE	mle	240313	1228	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7197055262	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.875,1.097	0.8749823193354891	1.0966012112333023
Hydronephrosis	0.9131220154560555	0.7200320263	0.7200320263	229145	8030	221115	0.00763331803	1.007662526	TRUE	lrt_mle	0.966,1.051	lrt_quadratic	two	True	0.9664663856270921	1.0506146737764939	FALSE	TRUE	FALSE	mle	229145	8030	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7200320263	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.966,1.051	0.9664663856270921	1.0506146737764939
High_risk_human_papillomavirus_HPV_DNA_test_positive	0.9131220154560555	0.7202797203	0.7202797203	187245	4672	182573	-0.01086274617	0.9891960404	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	187245	4672	182573	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Nasal_congestion	0.9131220154560555	0.720751529	0.720751529	226232	16600	209632	-0.005517787614	0.9944974074	TRUE	lrt_mle	0.965,1.025	lrt_quadratic	two	True	0.9648598288235145	1.0250453628712732	FALSE	TRUE	FALSE	mle	226232	16600	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.720751529	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.965,1.025	0.9648598288235145	1.0250453628712732
Nerve_root_lesions	0.9131220154560555	0.7212787213	0.7212787213	215396	1211	214185	0.02125206983	1.021479503	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215396	1211	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Urge_incontinence	0.9131220154560555	0.7216743732	0.7216743732	231073	9958	221115	-0.007101966537	0.9929231928	TRUE	lrt_mle	0.955,1.032	lrt_quadratic	two	True	0.9548723584939047	1.032490319877191	FALSE	TRUE	FALSE	mle	231073	9958	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7216743732	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.955,1.032	0.9548723584939047	1.032490319877191
Food_allergy	0.9137209862193622	0.7236675494	0.7236675494	183953	1380	182573	-0.01840006898	0.9817681788	TRUE	lrt_mle	0.887,1.087	lrt_quadratic	two	True	0.8865651719332172	1.0871944752508211	FALSE	TRUE	FALSE	mle	183953	1380	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7236675494	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.887,1.087	0.8865651719332172	1.0871944752508211
Retinal_edema	0.9137209862193622	0.7239783206	0.7239783206	259147	1459	257688	-0.01820093739	0.9819636993	TRUE	lrt_mle	0.888,1.086	lrt_quadratic	two	True	0.8876159885089843	1.0863399479577094	FALSE	TRUE	FALSE	mle	259147	1459	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7239783206	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.888,1.086	0.8876159885089843	1.0863399479577094
Staphylococcus	0.9137209862193622	0.726725254	0.726725254	255830	7729	248101	0.007712575517	1.007742394	TRUE	lrt_mle	0.965,1.052	lrt_quadratic	two	True	0.9650834527974411	1.0522869600516196	FALSE	TRUE	FALSE	mle	255830	7729	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.726725254	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.965,1.052	0.9650834527974411	1.0522869600516196
Viral_pneumonia	0.9137209862193622	0.7279621601	0.7279621601	214377	4745	209632	0.01020773821	1.010260015	TRUE	lrt_mle	0.954,1.070	lrt_quadratic	two	True	0.9537917640706214	1.0700714098614585	FALSE	TRUE	FALSE	mle	214377	4745	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7279621601	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,1.070	0.9537917640706214	1.0700714098614585
Symptoms_related_to_mental_disorders	0.9137209862193622	0.728136923	0.728136923	245623	6538	239085	-0.008588591913	0.9914481847	TRUE	lrt_mle	0.945,1.041	lrt_quadratic	two	True	0.9445796997372518	1.0406422064547156	FALSE	TRUE	FALSE	mle	245623	6538	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.728136923	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.945,1.041	0.9445796997372518	1.0406422064547156
Scabies	0.9137209862193622	0.7284135387	0.7284135387	250002	1901	248101	-0.01595662269	0.9841700098	TRUE	lrt_mle	0.899,1.077	lrt_quadratic	two	True	0.899403809731246	1.0769251782843718	FALSE	TRUE	FALSE	mle	250002	1901	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7284135387	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.899,1.077	0.899403809731246	1.0769251782843718
Ovarian_cyst	0.9137209862193622	0.7289871117	0.7289871117	239407	18292	221115	-0.005307167264	0.9947068909	TRUE	lrt_mle	0.965,1.025	lrt_quadratic	two	True	0.9652875173169951	1.02502288798841	FALSE	TRUE	FALSE	mle	143530	18272	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7289871117	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.965,1.025	0.9652875173169951	1.02502288798841
Nontraumatic_subarachnoid_hemorrhage	0.9137209862193622	0.7292707293	0.7292707293	211011	1179	209832	-0.01760799432	0.9825461205	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211011	1179	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Impulse_disorders	0.9137209862193622	0.7302697303	0.7302697303	240132	1047	239085	-0.0189843323	0.9811947352	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	240132	1047	239085	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Urinary_tract_infection_UTI	0.9137209862193622	0.7312269251	0.7312269251	271227	50112	221115	-0.003376434988	0.9966292588	TRUE	lrt_mle	0.978,1.016	lrt_quadratic	two	True	0.9776121593102173	1.016016290258289	FALSE	TRUE	FALSE	mle	271227	50112	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7312269251	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.978,1.016	0.9776121593102173	1.016016290258289
Rheumatic_heart_disease	0.9137209862193622	0.7313099598	0.7313099598	219240	9408	209832	-0.007060493703	0.992964373	TRUE	lrt_mle	0.954,1.034	lrt_quadratic	two	True	0.953743634487654	1.0337979834859021	FALSE	TRUE	FALSE	mle	219240	9408	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7313099598	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,1.034	0.953743634487654	1.0337979834859021
Pain_in_leg	0.916971714761206	0.7347476183	0.7347476183	211502	28929	182573	-0.00425581112	0.995753232	TRUE	lrt_mle	0.972,1.021	lrt_quadratic	two	True	0.9715383647841763	1.0205716366955515	FALSE	TRUE	FALSE	mle	211502	28929	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7347476183	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.972,1.021	0.9715383647841763	1.0205716366955515
Drug_induced_psychotic_disorder	0.9201084659019317	0.7380997721	0.7380997721	240162	1077	239085	-0.02133266944	0.9788932625	TRUE	lrt_mle	0.864,1.109	lrt_quadratic	two	True	0.8638317416276882	1.1092808625071169	FALSE	TRUE	FALSE	mle	240162	1077	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7380997721	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.864,1.109	0.8638317416276882	1.1092808625071169
Fractures	0.9256786298153061	0.7437317226	0.7437317226	235131	47282	187849	-0.00328694916	0.9967184469	TRUE	lrt_mle	0.977,1.017	lrt_quadratic	two	True	0.9772690658713489	1.0165549050626626	FALSE	TRUE	FALSE	mle	235131	47282	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7437317226	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.977,1.017	0.9772690658713489	1.0165549050626626
Threatened_premature_labor	0.9256786298153061	0.7442557443	0.7442557443	361301	2422	358879	0.01472872376	1.014837726	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	209503	2422	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Squamous_blepharitis	0.9264471420825057	0.7462537463	0.7462537463	259396	1708	257688	0.01467978735	1.014788065	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	259396	1708	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Pseudomonas	0.9264471420825057	0.7465754933	0.7465754933	249930	1829	248101	0.01448286365	1.014588248	TRUE	lrt_mle	0.929,1.108	lrt_quadratic	two	True	0.9292698107403001	1.1077399717734886	FALSE	TRUE	FALSE	mle	249930	1829	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7465754933	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.929,1.108	0.9292698107403001	1.1077399717734886
Pulmonary_tuberculosis	0.9264471420825057	0.7480902108	0.7480902108	210700	1068	209632	-0.02135337173	0.9788729974	TRUE	lrt_mle	0.859,1.115	lrt_quadratic	two	True	0.8592730382705739	1.1151197609660297	FALSE	TRUE	FALSE	mle	210700	1068	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7480902108	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.859,1.115	0.8592730382705739	1.1151197609660297
Arterial_dissection	0.9264471420825057	0.7482517483	0.7482517483	211252	1420	209832	0.01608085817	1.016210851	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211252	1420	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Corpus_luteum_cyst_or_hematoma	0.9266381871275085	0.7492507493	0.7492507493	222367	1252	221115	-0.01729911763	0.982849653	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	126508	1250	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Pyogenic_arthritis_Septic_arthritis	0.9275706328338155	0.7518984558	0.7518984558	190099	2250	187849	-0.01269250951	0.9873877007	TRUE	lrt_mle	0.913,1.068	lrt_quadratic	two	True	0.9126684417744972	1.0682241510912414	FALSE	TRUE	FALSE	mle	190099	2250	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7518984558	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.913,1.068	0.9126684417744972	1.0682241510912414
Vitamin_B12_deficiency	0.9275706328338155	0.7539787111	0.7539787111	196250	3759	192491	0.009671310329	1.009718229	TRUE	lrt_mle	0.950,1.073	lrt_quadratic	two	True	0.9504570246455524	1.0726743815816737	FALSE	TRUE	FALSE	mle	196250	3759	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7539787111	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.950,1.073	0.9504570246455524	1.0726743815816737
Edema	0.9275706328338155	0.7542114294	0.7542114294	225375	42802	182573	-0.003365386237	0.9966402703	TRUE	lrt_mle	0.976,1.018	lrt_quadratic	two	True	0.9758632164730585	1.0178596873743733	FALSE	TRUE	FALSE	mle	225375	42802	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7542114294	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.976,1.018	0.9758632164730585	1.0178596873743733
Anemia_secondary_to_chronic_diseases_and_conditions	0.9275706328338155	0.7556877784	0.7556877784	281917	16966	264951	0.005003428895	1.005015967	TRUE	lrt_mle	0.974,1.037	lrt_quadratic	two	True	0.9738345927459587	1.0371957428332441	FALSE	TRUE	FALSE	mle	281917	16966	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7556877784	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.974,1.037	0.9738345927459587	1.0371957428332441
Secondary_thrombocytopenia	0.9275706328338155	0.7581541501	0.7581541501	267758	2807	264951	0.01126668221	1.01133039	TRUE	lrt_mle	0.941,1.087	lrt_quadratic	two	True	0.9413398506546117	1.086524869472991	FALSE	TRUE	FALSE	mle	267758	2807	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7581541501	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.941,1.087	0.9413398506546117	1.086524869472991
Fecal_incontinence_and_encopresis	0.9275706328338155	0.7591517371	0.7591517371	202808	6209	196599	0.00741832488	1.007445909	TRUE	lrt_mle	0.961,1.056	lrt_quadratic	two	True	0.9607849482500574	1.0563729802846362	FALSE	TRUE	FALSE	mle	202808	6209	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7591517371	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.961,1.056	0.9607849482500574	1.0563729802846362
Rheumatoid_arthritis_with_rheumatoid_factor	0.9275706328338155	0.7593643325	0.7593643325	190200	2351	187849	-0.01228791656	0.9877872716	TRUE	lrt_mle	0.913,1.069	lrt_quadratic	two	True	0.913097799176602	1.0685861852045968	FALSE	TRUE	FALSE	mle	190200	2351	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7593643325	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.913,1.069	0.913097799176602	1.0685861852045968
Hyperglyceridemia	0.9275706328338155	0.7597094213	0.7597094213	235292	42801	192491	-0.003269302827	0.9967360355	TRUE	lrt_mle	0.976,1.018	lrt_quadratic	two	True	0.976071954345838	1.0178375888062572	FALSE	TRUE	FALSE	mle	235292	42801	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7597094213	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.976,1.018	0.976071954345838	1.0178375888062572
Post_traumatic_headache	0.9275706328338155	0.7597920486	0.7597920486	216602	2417	214185	0.01200494201	1.012077291	TRUE	lrt_mle	0.937,1.093	lrt_quadratic	two	True	0.9371143727352095	1.0930367432706838	FALSE	TRUE	FALSE	mle	216602	2417	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7597920486	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.937,1.093	0.9371143727352095	1.0930367432706838
Glomerular_diseases	0.9275706328338155	0.7598268419	0.7598268419	225331	4216	221115	-0.009628602469	0.9904176041	TRUE	lrt_mle	0.931,1.053	lrt_quadratic	two	True	0.9311268678642136	1.0534837564806434	FALSE	TRUE	FALSE	mle	225331	4216	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7598268419	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.931,1.053	0.9311268678642136	1.0534837564806434
Bursitis	0.9275706328338155	0.7599781275	0.7599781275	207479	19630	187849	-0.004444046664	0.9955658135	TRUE	lrt_mle	0.968,1.024	lrt_quadratic	two	True	0.9675827205477491	1.0243581948715252	FALSE	TRUE	FALSE	mle	207479	19630	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7599781275	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.968,1.024	0.9675827205477491	1.0243581948715252
Acute_tonsillitis_and_adenoiditis	0.9275706328338155	0.7601513208	0.7601513208	214077	4445	209632	0.008771961034	1.008810547	TRUE	lrt_mle	0.954,1.067	lrt_quadratic	two	True	0.9535670352013138	1.0672545117781753	FALSE	TRUE	FALSE	mle	214077	4445	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7601513208	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,1.067	0.9535670352013138	1.0672545117781753
Elevated_prostate_specific_antigen_PSA	0.9284197765551111	0.7616935268	0.7616935268	230721	9606	221115	0.006417308459	1.006437944	TRUE	lrt_mle	0.966,1.049	lrt_quadratic	two	True	0.9655494466104085	1.049057961424927	FALSE	TRUE	FALSE	mle	105441	9584	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7616935268	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.966,1.049	0.9655494466104085	1.049057961424927
Congenital_malformations_of_heart_valves	0.9292682899338514	0.7632367632	0.7632367632	370536	1427	369109	-0.01515592167	0.9849583513	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	370536	1427	369109	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Sensorineural_hearing_loss	0.930377509290133	0.7649959101	0.7649959101	285246	27558	257688	-0.003698872862	0.9963079595	TRUE	lrt_mle	0.972,1.021	lrt_quadratic	two	True	0.9724358613979098	1.020766088180805	FALSE	TRUE	FALSE	mle	285246	27558	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7649959101	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.972,1.021	0.9724358613979098	1.020766088180805
Sequelae_of_cancer	0.9307932572685493	0.7661862455	0.7661862455	263305	6538	256767	-0.00704736921	0.9929774053	TRUE	lrt_mle	0.948,1.040	lrt_quadratic	two	True	0.9479087941776405	1.0401888171320495	FALSE	TRUE	FALSE	mle	263305	6538	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7661862455	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.948,1.040	0.9479087941776405	1.0401888171320495
Vascular_disorders_of_intestine	0.9316969675064062	0.7701143408	0.7701143408	199755	3156	196599	-0.009916624779	0.9901323828	TRUE	lrt_mle	0.926,1.058	lrt_quadratic	two	True	0.9264198728002653	1.0582265820073347	FALSE	TRUE	FALSE	mle	199755	3156	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7701143408	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.926,1.058	0.9264198728002653	1.0582265820073347
Anal_fissure	0.9316969675064062	0.770323091	0.770323091	199835	3236	196599	0.009606562093	1.009652853	TRUE	lrt_mle	0.947,1.077	lrt_quadratic	two	True	0.9465938200364621	1.0769126762158945	FALSE	TRUE	FALSE	mle	199835	3236	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.770323091	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.947,1.077	0.9465938200364621	1.0769126762158945
Retinal_occlusions	0.9316969675064062	0.7715299439	0.7715299439	259987	2299	257688	-0.01158286972	0.9884839535	TRUE	lrt_mle	0.914,1.069	lrt_quadratic	two	True	0.9141462036298766	1.068866798744417	FALSE	TRUE	FALSE	mle	259987	2299	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7715299439	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.914,1.069	0.9141462036298766	1.068866798744417
Hammer_toe	0.9316969675064062	0.7717919996	0.7717919996	196099	8250	187849	-0.006351715843	0.9936684137	TRUE	lrt_mle	0.952,1.037	lrt_quadratic	two	True	0.9519192437955556	1.0372486140460118	FALSE	TRUE	FALSE	mle	196099	8250	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7717919996	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.952,1.037	0.9519192437955556	1.0372486140460118
Malignant_neoplasm_of_the_endocrine_glands	0.9316969675064062	0.7719714856	0.7719714856	259978	3211	256767	0.009493208172	1.009538412	TRUE	lrt_mle	0.947,1.076	lrt_quadratic	two	True	0.946758217352551	1.0764816040873129	FALSE	TRUE	FALSE	mle	259978	3211	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7719714856	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.947,1.076	0.946758217352551	1.0764816040873129
Mixed_hyperlipidemia	0.9316969675064062	0.7744319816	0.7744319816	229866	37375	192491	-0.003242806918	0.9967624453	TRUE	lrt_mle	0.975,1.019	lrt_quadratic	two	True	0.9748997271547304	1.019115448173425	FALSE	TRUE	FALSE	mle	229866	37375	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7744319816	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.975,1.019	0.9748997271547304	1.019115448173425
Rheumatic_fever_and_chronic_rheumatic_heart_diseases	0.9316969675064062	0.7779384213	0.7779384213	219496	9664	209832	-0.005726073619	0.9942902891	TRUE	lrt_mle	0.955,1.035	lrt_quadratic	two	True	0.9554979623203631	1.0346575481819007	FALSE	TRUE	FALSE	mle	219496	9664	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7779384213	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.955,1.035	0.9554979623203631	1.0346575481819007
Elevated_C_reactive_protein_CRP	0.9316969675064062	0.7786436108	0.7786436108	185452	2879	182573	0.009803213026	1.009851422	TRUE	lrt_mle	0.943,1.081	lrt_quadratic	two	True	0.9431286016577469	1.081294632110142	FALSE	TRUE	FALSE	mle	185452	2879	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7786436108	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.943,1.081	0.9431286016577469	1.081294632110142
